soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC Title
11-0000,"Education Administrators, Postsecondary",18594,"Direct, coordinate, and evaluate the activities of personnel, including support staff, engaged in administering academic institutions, departments or alumni organizations.",Core,101.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Postsecondary",5235,"Recruit, hire, train, and terminate departmental personnel.",Core,102.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Postsecondary",5249,"Participate in student recruitment, selection, and admission, making admissions recommendations when required to do so.",Core,101.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Postsecondary",18595,Formulate strategic plans for the institution.,Core,99.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Postsecondary",5236,"Plan, administer, and control budgets, maintain financial records, and produce financial reports.",Core,101.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Postsecondary",5240,"Establish operational policies and procedures and make any necessary modifications, based on analysis of operations, demographics, and other research information.",Core,101.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Postsecondary",5238,Participate in faculty and college committee activities.,Core,100.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Postsecondary",5237,"Represent institutions at community and campus events, in meetings with other institution personnel, and during accreditation processes.",Core,100.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Postsecondary",18596,"Promote the university by participating in community, state, and national events or meetings, and by developing partnerships with industry and secondary education institutions.",Core,101.0,06/2010,Incumbent,Management Occupations
11-0000,Distance Learning Coordinators,15539,"Communicate to faculty, students, or other users availability of, or changes to, distance learning courses or materials, programs, services, or applications.",Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15536,"Develop distance learning program goals or plans, including equipment replacement, quality assurance, or course offering plans.",Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15527,Supervise distance learning support staff.,Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15538,Assess distance-learning technological or educational needs and goals.,Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15525,"Train instructors and distance learning staff in the use or support of distance learning applications, such as course management software.",Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15530,Prepare and manage distance learning program budgets.,Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15526,Troubleshoot and resolve problems with distance learning equipment or applications.,Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15540,Analyze data to assess distance learning program status or to inform decisions for distance learning programs.,Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15531,Prepare reports summarizing distance learning statistical data or describing distance learning program objectives and accomplishments.,Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15528,Purchase equipment or services in accordance with distance learning plans and budget constraints.,Core,21.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15537,Create and maintain web sites or databases that support distance learning programs.,Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15533,Monitor technological developments in distance learning for technological means to educational or outreach goals.,Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15534,Evaluate the effectiveness of distance learning programs in promoting knowledge or skill acquisition.,Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15541,"Provide technical or logistical support to users of distance learning classrooms, equipment, web sites, or services.",Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15543,"Develop or provide technical resources, such as course management and videoconferencing systems, networking, and webcasting, for distance learning programs.",Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15522,"Review distance learning content to ensure compliance with copyright, licensing, or other requirements.",Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15529,"Select, direct, and monitor the work of vendors that provide products or services for distance learning programs.",Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15542,"Prepare and distribute schedules of distance learning resources, such as course offerings, classrooms, laboratories, equipment, and web sites.",Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15524,"Communicate technical or marketing information about distance learning via podcasts, webinars, and other technologies.",Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15532,"Negotiate with academic units or instructors and vendors to ensure cost-effective and high-quality distance learning programs, services, or courses.",Core,22.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15535,Direct and support the technical operation of distance learning classrooms or equipment.,Core,21.0,07/2013,Occupational Expert,Management Occupations
11-0000,Distance Learning Coordinators,15521,Write and submit grant applications or proposals to secure funding for distance learning programs.,Core,21.0,07/2013,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15557,"Manage or oversee fitness or recreation facilities, ensuring safe and clean facilities and equipment.",Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15545,Provide individual support or counseling in general wellness or nutrition.,Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15561,"Supervise fitness or wellness specialists, such as fitness instructors, nutritionists, or health educators.",Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15548,"Conduct needs assessments or surveys to determine interest in, or satisfaction with, wellness and fitness programs, events, or services.",Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15562,Develop or coordinate fitness and wellness programs or services.,Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15553,"Prepare or implement budgets and strategic, operational, purchasing, or maintenance plans.",Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,20316,Track cost-containment strategies and programs to evaluate effectiveness.,Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15558,"Maintain wellness- and fitness-related schedules, records, or reports.",Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15560,"Develop fitness or wellness classes, such as yoga, aerobics, strength training, or aquatics, ensuring a diversity of class offerings.",Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15550,"Select or supervise contractors, such as event hosts or health, fitness, and wellness practitioners.",Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15552,"Recommend or approve new program or service offerings to promote wellness and fitness, produce revenues, or minimize costs.",Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15547,Develop marketing campaigns to promote a healthy lifestyle or participation in fitness or wellness programs.,Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15544,"Track attendance, participation, or performance data related to wellness events.",Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15556,"Demonstrate proper operation of fitness equipment, such as resistance machines, cardio machines, free weights, or fitness assessment devices.",Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,20315,"Organize and oversee fitness or wellness programs, such as information presentations, blood drives, or training in first aid or cardiopulmonary resuscitation (CPR).",Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15559,Conduct or facilitate training sessions or seminars for wellness and fitness staff.,Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15551,"Respond to customer, public, or media requests for information about wellness programs or services.",Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,20314,Interpret insurance data or Health Reimbursement Account (HRA) data to develop programs that address specific needs of target populations.,Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15546,Maintain or arrange for maintenance of fitness equipment or facilities.,Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15554,"Organize and oversee health screenings or other preventive measures, such as mammography, blood pressure, or cholesterol screenings or flu vaccinations.",Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,20317,"Use computer skills and software to manage Web sites or databases, publish newsletters, or provide webinars.",Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15549,"Teach fitness classes to improve strength, flexibility, cardiovascular conditioning, or general fitness of participants.",Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Fitness and Wellness Coordinators,15555,Organize and oversee events such as organized runs or walks.,Core,24.0,07/2015,Occupational Expert,Management Occupations
11-0000,Architectural and Engineering Managers,20170,Manage the coordination and overall integration of technical activities in architecture or engineering projects.,Core,126.0,07/2012,Incumbent,Management Occupations
11-0000,Architectural and Engineering Managers,20171,"Direct, review, or approve project design changes.",Core,126.0,07/2012,Incumbent,Management Occupations
11-0000,Architectural and Engineering Managers,1060,"Confer with management, production, or marketing staff to discuss project specifications or procedures.",Core,125.0,07/2012,Incumbent,Management Occupations
11-0000,Architectural and Engineering Managers,1070,"Present and explain proposals, reports, or findings to clients.",Core,125.0,07/2012,Incumbent,Management Occupations
11-0000,Architectural and Engineering Managers,1071,Consult or negotiate with clients to prepare project specifications.,Core,126.0,07/2012,Incumbent,Management Occupations
11-0000,Architectural and Engineering Managers,20172,"Prepare budgets, bids, or contracts.",Core,126.0,07/2012,Incumbent,Management Occupations
11-0000,Architectural and Engineering Managers,20173,"Assess project feasibility by analyzing technology, resource needs, and market demand.",Core,126.0,07/2012,Incumbent,Management Occupations
11-0000,Architectural and Engineering Managers,20174,"Direct recruitment, placement, and evaluation of architecture or engineering project staff.",Core,126.0,07/2012,Incumbent,Management Occupations
11-0000,Architectural and Engineering Managers,20175,"Review, recommend, or approve contracts or cost estimates.",Core,126.0,07/2012,Incumbent,Management Occupations
11-0000,Architectural and Engineering Managers,20176,"Develop or implement policies, standards, or procedures for engineering and technical work.",Core,125.0,07/2012,Incumbent,Management Occupations
11-0000,Architectural and Engineering Managers,1063,"Plan or direct the installation, testing, operation, maintenance, or repair of facilities or equipment.",Core,125.0,07/2012,Incumbent,Management Occupations
11-0000,Architectural and Engineering Managers,20177,"Perform administrative functions, such as reviewing or writing reports, approving expenditures, enforcing rules, or purchasing of materials or services.",Core,127.0,07/2012,Incumbent,Management Occupations
11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15574,"Design or conduct applied biodiesel or biofuels research projects on topics such as transport, thermodynamics, mixing, filtration, distillation, fermentation, extraction, and separation.",Core,99.0,07/2014,Incumbent,Management Occupations
11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15578,"Analyze data from biofuels studies, such as fluid dynamics, water treatments, or solvent extraction and recovery processes.",Core,100.0,07/2014,Incumbent,Management Occupations
11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15567,"Prepare, or oversee the preparation of, experimental plans for biofuels research or development.",Core,100.0,07/2014,Incumbent,Management Occupations
11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15566,Provide technical or scientific guidance to technical staff in the conduct of biofuels research or development.,Core,100.0,07/2014,Incumbent,Management Occupations
11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15580,"Propose new biofuels products, processes, technologies or applications based on findings from applied biofuels or biomass research projects.",Core,100.0,07/2014,Incumbent,Management Occupations
11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15576,Conduct experiments on biomass or pretreatment technologies.,Core,99.0,07/2014,Incumbent,Management Occupations
11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15568,Prepare biofuels research and development reports for senior management or technical professionals.,Core,99.0,07/2014,Incumbent,Management Occupations
11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15563,"Develop lab scale models of industrial scale processes, such as fermentation.",Core,100.0,07/2014,Incumbent,Management Occupations
11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15579,Oversee biodiesel/biofuels prototyping or development projects.,Core,99.0,07/2014,Incumbent,Management Occupations
11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15577,Conduct experiments to test new or alternate feedstock fermentation processes.,Core,100.0,07/2014,Incumbent,Management Occupations
11-0000,Food Service Managers,1083,"Monitor compliance with health and fire regulations regarding food preparation and serving, and building maintenance in lodging and dining facilities.",Core,69.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1080,"Monitor food preparation methods, portion sizes, and garnishing and presentation of food to ensure that food is prepared and presented in an acceptable manner.",Core,68.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,15199,Count money and make bank deposits.,Core,67.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1078,"Investigate and resolve complaints regarding food quality, service, or accommodations.",Core,69.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1084,Coordinate assignments of cooking personnel to ensure economical use of food and timely preparation.,Core,66.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1079,"Schedule and receive food and beverage deliveries, checking delivery contents to verify product quality and quantity.",Core,67.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1081,"Monitor budgets and payroll records, and review financial transactions to ensure that expenditures are authorized and budgeted.",Core,69.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1090,"Maintain food and equipment inventories, and keep inventory records.",Core,67.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1082,Schedule staff hours and assign duties.,Core,68.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1086,Establish standards for personnel performance and customer service.,Core,67.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1089,"Perform some food preparation or service tasks, such as cooking, clearing tables, and serving food and drinks when necessary.",Core,67.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1100,"Plan menus and food utilization, based on anticipated number of guests, nutritional value, palatability, popularity, and costs.",Core,69.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1085,Keep records required by government agencies regarding sanitation or food subsidies.,Core,68.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1077,Test cooked food by tasting and smelling it to ensure palatability and flavor conformity.,Core,68.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1091,"Organize and direct worker training programs, resolve personnel problems, hire new staff, and evaluate employee performance in dining and lodging facilities.",Core,67.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1092,Order and purchase equipment and supplies.,Core,69.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1088,"Review work procedures and operational problems to determine ways to improve service, performance, or safety.",Core,67.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1095,"Assess staffing needs and recruit staff, using methods such as newspaper advertisements or attendance at job fairs.",Core,68.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1096,"Arrange for equipment maintenance and repairs, and coordinate a variety of services, such as waste removal and pest control.",Core,67.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1094,"Record the number, type, and cost of items sold to determine which items may be unpopular or less profitable.",Core,68.0,06/2008,Incumbent,Management Occupations
11-0000,Food Service Managers,1093,"Review menus and analyze recipes to determine labor and overhead costs, and assign prices to menu items.",Core,68.0,06/2008,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18832,"Consult with families or friends of the deceased to arrange funeral details, such as obituary notice wording, casket selection, or plans for services.",Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18833,"Direct and supervise work of embalmers, funeral attendants, death certificate clerks, cosmetologists, or other staff.",Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18842,"Schedule funerals, burials, or cremations.",Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18843,"Sell funeral services, products, or merchandise to clients.",Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18835,"Monitor funeral service operations to ensure that they comply with applicable policies, regulations, and laws.",Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18837,Offer counsel and comfort to families and friends of the deceased.,Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18836,Negotiate contracts for prearranged funeral services.,Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18840,"Respond to customer complaints, legal inquiries, payment negotiations, or other post-service matters.",Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18838,Plan and implement changes to service offerings to meet community needs or increase funeral home revenues.,Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18834,"Direct or monitor administrative, support, repair, or maintenance services for funeral homes.",Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18851,Schedule work hours for funeral home or contract employees.,Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18844,"Set marketing, sales, or other financial goals for funeral service establishments and monitor progress toward these goals.",Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18848,"Explain goals, policies, or procedures to staff members.",Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18846,"Complete and maintain records such as state-required documents, tracking documents, or product inventories.",Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18847,"Evaluate the performance of vendors, contract employees, or other service providers to ensure quality and cost-efficiency.",Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18845,Set prices or credit terms for funeral products or services.,Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18841,"Review financial statements, sales or activity reports, or other performance data to identify opportunities for cost reductions or service improvements.",Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18849,Identify skill development needs for funeral home staff.,Core,55.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18830,Attend or make presentations at community events to promote funeral home services or build community relationships.,Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Funeral Service Managers,18839,Plan and implement sales promotions or other marketing strategies and activities for funeral home operations.,Core,56.0,07/2014,Incumbent,Management Occupations
11-0000,Gaming Managers,7186,"Remove suspected cheaters, such as card counters or other players who may have systems that shift the odds of winning to their favor.",Core,91.0,07/2014,Incumbent,Management Occupations
11-0000,Gaming Managers,7189,"Circulate among gaming tables to ensure that operations are conducted properly, that dealers follow house rules, or that players are not cheating.",Core,91.0,07/2014,Incumbent,Management Occupations
11-0000,Gaming Managers,7190,"Explain and interpret house rules, such as game rules or betting limits.",Core,91.0,07/2014,Incumbent,Management Occupations
11-0000,Gaming Managers,7196,Track supplies of money to tables and perform any required paperwork.,Core,91.0,07/2014,Incumbent,Management Occupations
11-0000,Gaming Managers,7185,Resolve customer complaints regarding problems such as payout errors.,Core,91.0,07/2014,Incumbent,Management Occupations
11-0000,Gaming Managers,20472,Market or promote the casino to bring in business.,Core,91.0,07/2014,Incumbent,Management Occupations
11-0000,Gaming Managers,7193,Prepare work schedules and station arrangements and keep attendance records.,Core,91.0,07/2014,Incumbent,Management Occupations
11-0000,Gaming Managers,7197,Set and maintain a bank and table limit for each game.,Core,91.0,07/2014,Incumbent,Management Occupations
11-0000,Gaming Managers,7187,"Maintain familiarity with all games used at a facility, as well as strategies or tricks employed in those games.",Core,90.0,07/2014,Incumbent,Management Occupations
11-0000,Gaming Managers,7191,"Monitor staffing levels to ensure that games and tables are adequately staffed for each shift, arranging for staff rotations and breaks and locating substitute employees as necessary.",Core,90.0,07/2014,Incumbent,Management Occupations
11-0000,Gaming Managers,7199,"Review operational expenses, budget estimates, betting accounts, or collection reports for accuracy.",Core,91.0,07/2014,Incumbent,Management Occupations
11-0000,Gaming Managers,7188,Train new workers or evaluate their performance.,Core,91.0,07/2014,Incumbent,Management Occupations
11-0000,Gaming Managers,7192,Interview and hire workers.,Core,91.0,07/2014,Incumbent,Management Occupations
11-0000,Gaming Managers,7194,"Direct the distribution of complimentary hotel rooms, meals, or other discounts or free items given to players, based on their length of play and betting totals.",Core,91.0,07/2014,Incumbent,Management Occupations
11-0000,Gaming Managers,7195,"Establish policies on issues such as the type of gambling offered and the odds, the extension of credit, or the serving of food and beverages.",Core,90.0,07/2014,Incumbent,Management Occupations
11-0000,Lodging Managers,1116,"Inspect guest rooms, public areas, and grounds for cleanliness and appearance.",Core,60.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1104,Greet and register guests.,Core,61.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1105,"Answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",Core,61.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,18599,Monitor the revenue activity of the hotel or facility.,Core,59.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1113,Train staff members.,Core,61.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1112,Observe and monitor staff performance to ensure efficient operations and adherence to facility's policies and procedures.,Core,60.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1107,"Coordinate front-office activities of hotels or motels, and resolve problems.",Core,60.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1108,"Participate in financial activities, such as the setting of room rates, the establishment of budgets, and the allocation of funds to departments.",Core,61.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,18600,Collect payments and record data pertaining to funds and expenditures.,Core,60.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1111,Manage and maintain temporary or permanent lodging facilities.,Core,59.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1125,"Provide assistance to staff members by inspecting rooms, setting tables, or doing laundry.",Core,61.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1118,Interview and hire applicants.,Core,60.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1117,Prepare required paperwork pertaining to departmental functions.,Core,60.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1109,Confer and cooperate with other managers to ensure coordination of hotel activities.,Core,60.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1106,"Assign duties to workers, and schedule shifts.",Core,60.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1123,"Receive and process advance registration payments, mail letters of confirmation, or return checks when registrations cannot be accepted.",Core,61.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1114,"Show, rent, or assign accommodations.",Core,60.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1120,"Arrange telephone answering services, deliver mail and packages, or answer questions regarding locations for eating and entertainment.",Core,60.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1115,Develop and implement policies and procedures for the operation of a department or establishment.,Core,61.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1119,"Purchase supplies, and arrange for outside services, such as deliveries, laundry, maintenance and repair, and trash collection.",Core,60.0,06/2010,Incumbent,Management Occupations
11-0000,Lodging Managers,1121,Perform marketing and public relations activities.,Core,60.0,06/2010,Incumbent,Management Occupations
11-0000,Medical and Health Services Managers,51,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",Core,28.0,06/2008,Occupational Expert,Management Occupations
11-0000,Medical and Health Services Managers,46,"Direct, supervise and evaluate work activities of medical, nursing, technical, clerical, service, maintenance, and other personnel.",Core,29.0,06/2008,Occupational Expert,Management Occupations
11-0000,Medical and Health Services Managers,53,"Maintain communication between governing boards, medical staff, and department heads by attending board meetings and coordinating interdepartmental functioning.",Core,29.0,06/2008,Occupational Expert,Management Occupations
11-0000,Medical and Health Services Managers,61,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,Core,29.0,06/2008,Occupational Expert,Management Occupations
11-0000,Medical and Health Services Managers,58,"Plan, implement and administer programs and services in a health care or medical facility, including personnel administration, training, and coordination of medical, nursing and physical plant staff.",Core,29.0,06/2008,Occupational Expert,Management Occupations
11-0000,Medical and Health Services Managers,48,"Direct or conduct recruitment, hiring and training of personnel.",Core,29.0,06/2008,Occupational Expert,Management Occupations
11-0000,Medical and Health Services Managers,52,"Establish work schedules and assignments for staff, according to workload, space and equipment availability.",Core,29.0,06/2008,Occupational Expert,Management Occupations
11-0000,Medical and Health Services Managers,55,"Maintain awareness of advances in medicine, computerized diagnostic and treatment equipment, data processing technology, government regulations, health insurance changes, and financing options.",Core,29.0,06/2008,Occupational Expert,Management Occupations
11-0000,Medical and Health Services Managers,54,"Monitor the use of diagnostic services, inpatient beds, facilities, and staff to ensure effective use of resources and assess the need for additional staff, equipment, and services.",Core,28.0,06/2008,Occupational Expert,Management Occupations
11-0000,Medical and Health Services Managers,49,"Develop and maintain computerized record management systems to store and process data such as personnel activities and information, and to produce reports.",Core,29.0,06/2008,Occupational Expert,Management Occupations
11-0000,Medical and Health Services Managers,47,Establish objectives and evaluative or operational criteria for units they manage.,Core,28.0,06/2008,Occupational Expert,Management Occupations
11-0000,Medical and Health Services Managers,57,"Prepare activity reports to inform management of the status and implementation plans of programs, services, and quality initiatives.",Core,28.0,06/2008,Occupational Expert,Management Occupations
11-0000,Medical and Health Services Managers,60,"Inspect facilities and recommend building or equipment modifications to ensure emergency readiness and compliance to access, safety, and sanitation regulations.",Core,28.0,06/2008,Occupational Expert,Management Occupations
11-0000,Medical and Health Services Managers,50,Develop and implement organizational policies and procedures for the facility or medical unit.,Core,29.0,06/2008,Occupational Expert,Management Occupations
11-0000,Medical and Health Services Managers,56,"Manage change in integrated health care delivery systems, such as work restructuring, technological innovations, and shifts in the focus of care.",Core,28.0,06/2008,Occupational Expert,Management Occupations
11-0000,Medical and Health Services Managers,59,"Consult with medical, business, and community groups to discuss service problems, respond to community needs, enhance public relations, coordinate activities and plans, and promote health programs.",Core,28.0,06/2008,Occupational Expert,Management Occupations
11-0000,Natural Sciences Managers,7203,"Confer with scientists, engineers, regulators, or others to plan or review projects or to provide technical assistance.",Core,69.0,07/2014,Incumbent,Management Occupations
11-0000,Natural Sciences Managers,7204,"Develop client relationships and communicate with clients to explain proposals, present research findings, establish specifications, or discuss project status.",Core,69.0,07/2014,Incumbent,Management Occupations
11-0000,Natural Sciences Managers,7205,"Plan or direct research, development, or production activities.",Core,67.0,07/2014,Incumbent,Management Occupations
11-0000,Natural Sciences Managers,7208,"Review project activities and prepare and review research, testing, or operational reports.",Core,70.0,07/2014,Incumbent,Management Occupations
11-0000,Natural Sciences Managers,7210,Determine scientific or technical goals within broad outlines provided by top management and make detailed plans to accomplish these goals.,Core,69.0,07/2014,Incumbent,Management Occupations
11-0000,Natural Sciences Managers,7211,"Develop or implement policies, standards, or procedures for the architectural, scientific, or technical work performed to ensure regulatory compliance or operations enhancement.",Core,70.0,07/2014,Incumbent,Management Occupations
11-0000,Natural Sciences Managers,7209,"Hire, supervise, or evaluate engineers, technicians, researchers, or other staff.",Core,70.0,07/2014,Incumbent,Management Occupations
11-0000,Natural Sciences Managers,7207,"Design or coordinate successive phases of problem analysis, solution proposals, or testing.",Core,68.0,07/2014,Incumbent,Management Occupations
11-0000,Natural Sciences Managers,7215,Recruit personnel or oversee the development or maintenance of staff competence.,Core,69.0,07/2014,Incumbent,Management Occupations
11-0000,Natural Sciences Managers,7206,Prepare project proposals.,Core,70.0,07/2014,Incumbent,Management Occupations
11-0000,Natural Sciences Managers,7214,Conduct own research in field of expertise.,Core,70.0,07/2014,Incumbent,Management Occupations
11-0000,Natural Sciences Managers,7217,"Prepare and administer budgets, approve and review expenditures, and prepare financial reports.",Core,69.0,07/2014,Incumbent,Management Occupations
