soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC-2digit,SOC Title
15-1199.05,Geographic Information Systems Technicians,16095,"Enter data into Geographic Information Systems (GIS) databases, using techniques such as coordinate geometry, keyboard entry of tabular data, manual digitizing of maps, scanning or automatic conversion to vectors, or conversion of other sources of digital data.",Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
15-1199.05,Geographic Information Systems Technicians,16090,"Review existing or incoming data for currency, accuracy, usefulness, quality, or completeness of documentation.",Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
15-1199.05,Geographic Information Systems Technicians,16093,"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software.",Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
15-1199.05,Geographic Information Systems Technicians,16097,Design or coordinate the development of integrated Geographic Information Systems (GIS) spatial or non-spatial databases.,Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
15-1199.05,Geographic Information Systems Technicians,16088,Select cartographic elements needed for effective presentation of information.,Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
15-1199.05,Geographic Information Systems Technicians,16085,"Provide technical support to users or clients regarding the maintenance, development, or operation of Geographic Information Systems (GIS) databases, equipment, or applications.",Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
15-1199.05,Geographic Information Systems Technicians,16091,Interpret aerial or ortho photographs.,Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
15-1199.05,Geographic Information Systems Technicians,16084,Recommend procedures or equipment or software upgrades to increase data accessibility or ease of use.,Core,55.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
15-1199.05,Geographic Information Systems Technicians,16086,"Read current literature, talk with colleagues, continue education, or participate in professional organizations or conferences to keep abreast of developments in Geographic Information Systems (GIS) technology, equipment, or systems.",Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
15-1199.05,Geographic Information Systems Technicians,16087,"Confer with users to analyze, configure, or troubleshoot applications.",Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
15-1199.05,Geographic Information Systems Technicians,16089,Transfer or rescale information from original photographs onto maps or other photographs.,Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16109,"Design databases to support business applications, ensuring system scalability, security, performance and reliability.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16114,"Develop database architectural strategies at the modeling, design and implementation stages to address business or industry requirements.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16113,"Collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16108,"Develop data models for applications, metadata tables, views or related database structures.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16100,"Set up database clusters, backup, or recovery processes.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16112,Create and enforce database development standards.,Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16115,Develop and document database architectures.,Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16110,"Design database applications, such as interfaces, data transfer mechanisms, global temporary tables, data partitions, and function-based indexes to enable efficient access of the generic database structure.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16103,Monitor and report systems resource consumption trends to assure production systems meet availability requirements and hardware enhancements are scheduled appropriately.,Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16105,"Document and communicate database schemas, using accepted notations.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16101,"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16111,"Demonstrate database technical functionality, such as performance, security and reliability.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16106,"Develop or maintain archived procedures, procedural codes, or queries for applications.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16098,Test changes to database applications or systems.,Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16107,Develop load-balancing processes to eliminate down time for backup processes.,Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16099,Provide technical support to junior staff or clients.,Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16104,Identify and correct deviations from database development standards.,Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.06,Database Architects,16102,Plan and install upgrades of database management system software to enhance database performance.,Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.08,Business Intelligence Analysts,16148,"Analyze competitive market strategies through analysis of related product, market, or share trends.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.08,Business Intelligence Analysts,16149,Synthesize current business intelligence or trend data to support recommendations for action.,Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.08,Business Intelligence Analysts,16138,"Communicate with customers, competitors, suppliers, professional organizations, or others to stay abreast of industry or business trends.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.08,Business Intelligence Analysts,16140,Manage timely flow of business intelligence information to users.,Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.08,Business Intelligence Analysts,16146,"Collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.08,Business Intelligence Analysts,16141,Identify and analyze industry or geographic trends with business strategy implications.,Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.08,Business Intelligence Analysts,16147,Analyze technology trends to identify markets for future product development or to improve sales of existing products.,Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.08,Business Intelligence Analysts,16150,"Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.08,Business Intelligence Analysts,16136,"Identify or monitor current and potential customers, using business intelligence tools.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.08,Business Intelligence Analysts,16139,"Maintain or update business intelligence tools, databases, dashboards, systems, or methods.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.08,Business Intelligence Analysts,16135,"Maintain library of model documents, templates, or other reusable knowledge assets.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.08,Business Intelligence Analysts,16144,"Create business intelligence tools or systems, including design of related databases, spreadsheets, or outputs.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.08,Business Intelligence Analysts,16145,Conduct or coordinate tests to ensure that intelligence is consistent with defined needs.,Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.08,Business Intelligence Analysts,16143,"Disseminate information regarding tools, reports, or metadata enhancements.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16169,"Manage project execution to ensure adherence to budget, schedule, and scope.",Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16170,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16157,Monitor or track project milestones and deliverables.,Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16154,Confer with project personnel to identify and resolve problems.,Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16171,Develop and manage work breakdown structure (WBS) of information technology projects.,Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16152,"Submit project deliverables, ensuring adherence to quality standards.",Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16168,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16163,Direct or coordinate activities of project personnel.,Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16161,Establish and execute a project communication plan.,Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16167,"Assign duties, responsibilities, and spans of authority to project personnel.",Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16156,Schedule and facilitate meetings related to information technology projects.,Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16159,"Initiate, review, or approve modifications to project plans.",Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16151,Perform risk assessments to develop response strategies.,Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16153,"Monitor the performance of project team members, providing and documenting performance feedback.",Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16158,Negotiate with project stakeholders or suppliers to obtain resources or materials.,Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16162,Identify need for initial or supplemental project resources.,Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16165,Coordinate recruitment or selection of project personnel.,Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16160,"Identify, review, or select vendors or consultants to meet project needs.",Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16166,Develop and manage annual budgets for information technology projects.,Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16164,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.09,Information Technology Project Managers,16155,"Assess current or future customer needs and priorities through communicating directly with customers, conducting surveys, or other methods.",Core,31.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,16192,"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,20326,Identify appropriate Key Performance Indicators (KPIs) and report key metrics from digital campaigns.,Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,20318,Assist in setting up or optimizing analytics tools for tracking visitors' behaviors.,Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,20320,"Coordinate with developers to optimize Web site architecture, server configuration, or page construction for search engine consumption and optimal visibility.",Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,16191,"Conduct online marketing initiatives, such as paid ad placement, affiliate programs, sponsorship programs, email promotions, or viral marketing campaigns on social media Web sites.",Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,16182,Participate in the development or implementation of online marketing strategy.,Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,20327,"Improve search-related activities through ongoing analysis, experimentation, or optimization tests, using A/B or multivariate methods.",Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,20329,"Optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (SEO) or for display and usability on internet-connected devices.",Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,20321,Create content strategies for digital media.,Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,20328,Manage tracking and reporting of search-related activities and provide analyses to marketing executives.,Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,16190,Optimize Web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.,Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,20319,Combine secondary data sources with keyword research to more accurately profile and satisfy user intent.,Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,16188,"Communicate and collaborate with merchants, Webmasters, bloggers, or online editors to strategically place hyperlinks.",Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,20330,Optimize shopping cart experience or Web site conversion rates against Key Performance Indicators (KPIs).,Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,20322,Evaluate new emerging media or technologies and make recommendations for their application within Internet marketing or search marketing campaigns.,Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,16189,Collaborate with other marketing staff to integrate and complement marketing strategies across multiple sales channels.,Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,20325,Execute or manage social media campaigns to inform search marketing tactics.,Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,16179,Propose online or multiple-sales-channel campaigns to marketing executives.,Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,16186,"Conduct market research analysis to identify search query trends, real-time search and news media activity, popular social media topics, electronic commerce trends, market opportunities, or competitor performance.",Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,20331,"Purchase or negotiate placement of listings in local search engines, directories, or digital mapping technologies.",Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,16187,Conduct financial modeling for online marketing programs or Web site revenue forecasting.,Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,20324,"Execute or manage banner, video, or other non-text link ad campaigns.",Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,20323,Execute and manage communications with digital journalists or bloggers.,Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,16185,"Coordinate sales or other promotional strategies with merchandising, operations, or inventory control staff to ensure product catalogs are current, accurate, and organized for best findability against user intent.",Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,16177,"Define product requirements, based on market research analysis, in collaboration with user interface design and engineering staff.",Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,16193,"Collaborate with web, multimedia, or art design staffs to create multimedia Web sites or other internet content that conforms to brand and company visual format.",Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.10,Search Marketing Strategists,16178,Assist in the evaluation or negotiation of contracts with vendors or online partners.,Core,23.0,07/2014,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16199,Balance and adjust gameplay experiences to ensure the critical and commercial success of the product.,Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16198,Provide feedback to designers and other colleagues regarding game design features.,Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16217,"Create core game features including storylines, role-play mechanics, and character biographies for a new video game or game franchise.",Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16208,"Devise missions, challenges, or puzzles to be encountered in game play.",Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16207,Guide design discussions between development teams.,Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16209,"Develop and maintain design level documentation, including mechanics, guidelines, and mission outlines.",Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16212,"Create and manage documentation, production schedules, prototyping goals, and communication plans in collaboration with production staff.",Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16204,"Present new game design concepts to management and technical colleagues, including artists, animators, and programmers.",Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16214,Conduct regular design reviews throughout the game development process.,Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16201,"Solicit, obtain, and integrate feedback from design and technical staff into original game design.",Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16216,"Document all aspects of formal game design, using mock-up screenshots, sample menu layouts, gameplay flowcharts, and other graphical devices.",Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16202,Provide feedback to production staff regarding technical game qualities or adherence to original design.,Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16203,Prepare two-dimensional concept layouts or three-dimensional mock-ups.,Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16213,Consult with multiple stakeholders to define requirements and implement online features.,Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16206,Oversee gameplay testing to ensure intended gaming experience and game adherence to original vision.,Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16196,"Keep abreast of game design technology and techniques, industry trends, or audience interests, reactions, and needs by reviewing current literature, talking with colleagues, participating in educational programs, attending meetings or workshops, or participating in professional organizations or conferences.",Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16211,Create gameplay prototypes for presentation to creative and technical staff and management.,Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16200,Write or supervise the writing of game text and dialogue.,Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16215,Collaborate with artists to achieve appropriate visual style.,Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16210,"Determine supplementary virtual features, such as currency, item catalog, menu design, and audio direction.",Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16194,"Review or evaluate competitive products, film, music, television, and other art forms to generate new game design ideas.",Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.11,Video Game Designers,16205,Prepare and revise initial game sketches using two- and three-dimensional graphical design software.,Core,21.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16231,Conduct needs assessments to identify document management requirements of departments or end users.,Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16230,Consult with end users regarding problems in accessing electronic content.,Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16219,Monitor regulatory activity to maintain compliance with records and document management laws.,Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16234,"Assist in determining document management policies to facilitate efficient, legal, and secure access to electronic content.",Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16238,"Implement electronic document processing, retrieval, and distribution systems in collaboration with other information technology specialists.",Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16237,Administer document and system access rights and revision control to ensure security of system and integrity of master documents.,Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16240,"Develop or configure document management system features, such as user interfaces, access profiles, and document workflow procedures.",Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16233,"Assist in the assessment, acquisition, or deployment of new electronic document management systems.",Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16221,"Search electronic sources, such as databases or repositories, or manual sources for information.",Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,20367,"Keep abreast of developments in document management technologies and techniques by reviewing current literature, talking with colleagues, participating in educational programs, attending meetings or workshops, or participating in professional organizations or conferences.",Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16222,"Retrieve electronic assets from repository for distribution to users, collecting and returning to repository, if necessary.",Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16229,"Develop, document, or maintain standards, best practices, or system usage procedures.",Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16220,"Write, review, or execute plans for testing new or established document management systems.",Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16227,"Implement scanning or other automated data entry procedures, using imaging devices and document imaging software.",Core,24.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16239,"Identify and classify documents or other electronic content according to characteristics such as security level, function, and metadata.",Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,20368,"Prepare and record changes to official documents and confirm changes with legal and compliance management staff, including enterprise-wide records management staff.",Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16232,"Assist in the development of document or content classification taxonomies to facilitate information capture, search, and retrieval.",Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16224,Prepare support documentation and training materials for end users of document management systems.,Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16223,Propose recommendations for improving content management system capabilities.,Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16236,Operate data capture technology to import digitized documents into document management system.,Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16228,Document technical functions and specifications for new or proposed content management systems.,Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16226,"Exercise security surveillance over document processing, reproduction, distribution, storage, or archiving.",Core,24.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.12,Document Management Specialists,16235,"Analyze, interpret, or disseminate system performance data.",Core,25.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-2011.00,Actuaries,3500,Ascertain premium rates required and cash reserves and liabilities necessary to ensure payment of future benefits.,Core,33.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-2011.00,Actuaries,3504,"Determine or help determine company policy, and explain complex technical matters to company executives, government officials, shareholders, policyholders, or the public.",Core,33.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-2011.00,Actuaries,3502,"Design, review and help administer insurance, annuity and pension plans, determining financial soundness and calculating premiums.",Core,33.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-2011.00,Actuaries,3501,"Analyze statistical information to estimate mortality, accident, sickness, disability, and retirement rates.",Core,33.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-2011.00,Actuaries,3506,"Provide advice to clients on a contract basis, working as a consultant.",Core,33.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-2011.00,Actuaries,3503,"Collaborate with programmers, underwriters, accounts, claims experts, and senior management to help companies develop plans for new lines of business or improvements to existing business.",Core,33.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-2011.00,Actuaries,3511,Provide expertise to help financial institutions manage risks and maximize returns associated with investment products or credit offerings.,Core,33.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-2011.00,Actuaries,3508,"Construct probability tables for events such as fires, natural disasters, and unemployment, based on analysis of statistical data and other pertinent information.",Core,33.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-2011.00,Actuaries,3512,Determine equitable basis for distributing surplus earnings under participating insurance and annuity contracts in mutual companies.,Core,33.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-2011.00,Actuaries,3505,Testify before public agencies on proposed legislation affecting businesses.,Core,33.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-2011.00,Actuaries,3509,Determine policy contract provisions for each type of insurance.,Core,33.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-2011.00,Actuaries,3507,Testify in court as expert witness or to provide legal evidence on matters such as the value of potential lifetime earnings of a person who is disabled or killed in an accident.,Core,33.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-2021.00,Mathematicians,7368,Develop computational methods for solving problems that occur in areas of science and engineering or that come from applications in business or industry.,Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-2021.00,Mathematicians,7367,"Apply mathematical theories and techniques to the solution of practical problems in business, engineering, the sciences, or other fields.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-2021.00,Mathematicians,7371,Develop mathematical or statistical models of phenomena to be used for analysis or for computational simulation.,Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-2021.00,Mathematicians,7372,Assemble sets of assumptions and explore the consequences of each set.,Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-2021.00,Mathematicians,7369,"Maintain knowledge in the field by reading professional journals, talking with other mathematicians, and attending professional conferences.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-2021.00,Mathematicians,7373,"Address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-2021.00,Mathematicians,20191,"Disseminate research by writing reports, publishing papers, or presenting at professional conferences.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-2021.00,Mathematicians,7370,Perform computations and apply methods of numerical analysis to data.,Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-2021.00,Mathematicians,7374,Develop new principles and new relationships between existing mathematical principles to advance mathematical science.,Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
15-2031.00,Operations Research Analysts,7377,"Formulate mathematical or simulation models of problems, relating constants and variables, restrictions, alternatives, conflicting objectives, and their numerical parameters.",Core,27.0,07/2011,Occupational Expert,15,Computer and Mathematical Occupations
15-2031.00,Operations Research Analysts,7381,Collaborate with senior managers and decision makers to identify and solve a variety of problems and to clarify management objectives.,Core,27.0,07/2011,Occupational Expert,15,Computer and Mathematical Occupations
