,soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC Title
691,11-0000,"Education Administrators, Elementary and Secondary School",5214,Direct and coordinate school maintenance services and the use of school facilities.,Core,92.0,06/2010,Incumbent,Management Occupations
692,11-0000,"Education Administrators, Elementary and Secondary School",5218,"Advocate for new schools to be built, or for existing facilities to be repaired or remodeled.",Core,91.0,06/2010,Incumbent,Management Occupations
693,11-0000,"Education Administrators, Elementary and Secondary School",5219,"Plan and develop instructional methods and content for educational, vocational, or student activity programs.",Core,92.0,06/2010,Incumbent,Management Occupations
694,11-0000,"Education Administrators, Elementary and Secondary School",5220,"Develop partnerships with businesses, communities, and other organizations to help meet identified educational needs and to provide school-to-work programs.",Core,92.0,06/2010,Incumbent,Management Occupations
695,11-0000,"Education Administrators, Elementary and Secondary School",18589,"Meet with federal, state, and local agencies to keep updated on policies and to discuss improvements for education programs.",Core,93.0,06/2010,Incumbent,Management Occupations
696,11-0000,"Education Administrators, Elementary and Secondary School",18590,"Plan, coordinate, and oversee school logistics programs such as bus and food services.",Core,93.0,06/2010,Incumbent,Management Occupations
697,11-0000,"Education Administrators, Elementary and Secondary School",5228,"Review and interpret government codes, and develop programs to ensure adherence to codes and facility safety, security, and maintenance.",Core,93.0,06/2010,Incumbent,Management Occupations
698,11-0000,"Education Administrators, Elementary and Secondary School",5233,"Collect and analyze survey data, regulatory information, and data on demographic and employment trends to forecast enrollment patterns and curriculum change needs.",Core,93.0,06/2010,Incumbent,Management Occupations
699,11-0000,"Education Administrators, Elementary and Secondary School",18591,Coordinate and direct extracurricular activities and programs such as after-school events and athletic contests.,Core,92.0,06/2010,Incumbent,Management Occupations
700,11-0000,"Education Administrators, Elementary and Secondary School",18592,Mentor and support administrative staff members such as superintendents and principals.,Supplemental,93.0,06/2010,Incumbent,Management Occupations
701,11-0000,"Education Administrators, Elementary and Secondary School",5217,Teach classes or courses to students.,Supplemental,92.0,06/2010,Incumbent,Management Occupations
702,11-0000,"Education Administrators, Elementary and Secondary School",5230,"Write articles, manuals, and other publications, and assist in the distribution of promotional literature about facilities and programs.",Supplemental,93.0,06/2010,Incumbent,Management Occupations
703,11-0000,"Education Administrators, Postsecondary",18593,"Advise students on issues such as course selection, progress toward graduation, and career decisions.",Core,102.0,06/2010,Incumbent,Management Occupations
704,11-0000,"Education Administrators, Postsecondary",18594,"Direct, coordinate, and evaluate the activities of personnel, including support staff, engaged in administering academic institutions, departments or alumni organizations.",Core,101.0,06/2010,Incumbent,Management Occupations
705,11-0000,"Education Administrators, Postsecondary",5235,"Recruit, hire, train, and terminate departmental personnel.",Core,102.0,06/2010,Incumbent,Management Occupations
706,11-0000,"Education Administrators, Postsecondary",5249,"Participate in student recruitment, selection, and admission, making admissions recommendations when required to do so.",Core,101.0,06/2010,Incumbent,Management Occupations
707,11-0000,"Education Administrators, Postsecondary",18595,Formulate strategic plans for the institution.,Core,99.0,06/2010,Incumbent,Management Occupations
708,11-0000,"Education Administrators, Postsecondary",5236,"Plan, administer, and control budgets, maintain financial records, and produce financial reports.",Core,101.0,06/2010,Incumbent,Management Occupations
709,11-0000,"Education Administrators, Postsecondary",5240,"Establish operational policies and procedures and make any necessary modifications, based on analysis of operations, demographics, and other research information.",Core,101.0,06/2010,Incumbent,Management Occupations
710,11-0000,"Education Administrators, Postsecondary",5238,Participate in faculty and college committee activities.,Core,100.0,06/2010,Incumbent,Management Occupations
711,11-0000,"Education Administrators, Postsecondary",5237,"Represent institutions at community and campus events, in meetings with other institution personnel, and during accreditation processes.",Core,100.0,06/2010,Incumbent,Management Occupations
712,11-0000,"Education Administrators, Postsecondary",18596,"Promote the university by participating in community, state, and national events or meetings, and by developing partnerships with industry and secondary education institutions.",Core,101.0,06/2010,Incumbent,Management Occupations
713,11-0000,"Education Administrators, Postsecondary",5242,"Appoint individuals to faculty positions, and evaluate their performance.",Supplemental,100.0,06/2010,Incumbent,Management Occupations
714,11-0000,"Education Administrators, Postsecondary",5243,"Direct activities of administrative departments such as admissions, registration, and career services.",Supplemental,102.0,06/2010,Incumbent,Management Occupations
715,11-0000,"Education Administrators, Postsecondary",5252,Assess and collect tuition and fees.,Supplemental,98.0,06/2010,Incumbent,Management Occupations
716,11-0000,"Education Administrators, Postsecondary",5248,Teach courses within their department.,Supplemental,102.0,06/2010,Incumbent,Management Occupations
717,11-0000,"Education Administrators, Postsecondary",5246,Consult with government regulatory and licensing agencies to ensure the institution's conformance with applicable standards.,Supplemental,100.0,06/2010,Incumbent,Management Occupations
718,11-0000,"Education Administrators, Postsecondary",5254,Coordinate the production and dissemination of university publications such as course catalogs and class schedules.,Supplemental,101.0,06/2010,Incumbent,Management Occupations
719,11-0000,"Education Administrators, Postsecondary",5244,"Develop curricula, and recommend curricula revisions and additions.",Supplemental,100.0,06/2010,Incumbent,Management Occupations
720,11-0000,"Education Administrators, Postsecondary",5245,"Determine course schedules, and coordinate teaching assignments and room assignments to ensure optimum use of buildings and equipment.",Supplemental,101.0,06/2010,Incumbent,Management Occupations
721,11-0000,"Education Administrators, Postsecondary",5239,"Provide assistance to faculty and staff in duties such as teaching classes, conducting orientation programs, issuing transcripts, and scheduling events.",Supplemental,101.0,06/2010,Incumbent,Management Occupations
722,11-0000,"Education Administrators, Postsecondary",18597,"Write grants to procure external funding, and supervise grant-funded projects.",Supplemental,98.0,06/2010,Incumbent,Management Occupations
723,11-0000,"Education Administrators, Postsecondary",5255,"Review registration statistics, and consult with faculty officials to develop registration policies.",Supplemental,101.0,06/2010,Incumbent,Management Occupations
724,11-0000,"Education Administrators, Postsecondary",5250,"Review student misconduct reports requiring disciplinary action, and counsel students regarding such reports.",Supplemental,102.0,06/2010,Incumbent,Management Occupations
725,11-0000,"Education Administrators, Postsecondary",5259,"Direct and participate in institutional fundraising activities, and encourage alumni participation in such activities.",Supplemental,101.0,06/2010,Incumbent,Management Occupations
726,11-0000,"Education Administrators, Postsecondary",5258,"Plan and promote sporting events and social, cultural, and recreational activities.",Supplemental,99.0,06/2010,Incumbent,Management Occupations
727,11-0000,"Education Administrators, Postsecondary",5241,Confer with other academic staff to explain and formulate admission requirements and course credit policies.,Supplemental,101.0,06/2010,Incumbent,Management Occupations
728,11-0000,"Education Administrators, Postsecondary",5253,"Direct scholarship, fellowship, and loan programs, performing activities such as selecting recipients and distributing aid.",Supplemental,101.0,06/2010,Incumbent,Management Occupations
729,11-0000,"Education Administrators, Postsecondary",5256,Audit the financial status of student organizations and facility accounts.,Supplemental,100.0,06/2010,Incumbent,Management Occupations
730,11-0000,"Education Administrators, Postsecondary",18598,"Oversee facilities management for the university, including construction, repair, and maintenance projects.",Supplemental,102.0,06/2010,Incumbent,Management Occupations
731,11-0000,Distance Learning Coordinators,15539,"Communicate to faculty, students, or other users availability of, or changes to, distance learning courses or materials, programs, services, or applications.",Core,22.0,07/2013,Occupational Expert,Management Occupations
732,11-0000,Distance Learning Coordinators,15536,"Develop distance learning program goals or plans, including equipment replacement, quality assurance, or course offering plans.",Core,22.0,07/2013,Occupational Expert,Management Occupations
733,11-0000,Distance Learning Coordinators,15527,Supervise distance learning support staff.,Core,22.0,07/2013,Occupational Expert,Management Occupations
734,11-0000,Distance Learning Coordinators,15538,Assess distance-learning technological or educational needs and goals.,Core,22.0,07/2013,Occupational Expert,Management Occupations
735,11-0000,Distance Learning Coordinators,15525,"Train instructors and distance learning staff in the use or support of distance learning applications, such as course management software.",Core,22.0,07/2013,Occupational Expert,Management Occupations
736,11-0000,Distance Learning Coordinators,15530,Prepare and manage distance learning program budgets.,Core,22.0,07/2013,Occupational Expert,Management Occupations
737,11-0000,Distance Learning Coordinators,15526,Troubleshoot and resolve problems with distance learning equipment or applications.,Core,22.0,07/2013,Occupational Expert,Management Occupations
738,11-0000,Distance Learning Coordinators,15540,Analyze data to assess distance learning program status or to inform decisions for distance learning programs.,Core,22.0,07/2013,Occupational Expert,Management Occupations
739,11-0000,Distance Learning Coordinators,15531,Prepare reports summarizing distance learning statistical data or describing distance learning program objectives and accomplishments.,Core,22.0,07/2013,Occupational Expert,Management Occupations
740,11-0000,Distance Learning Coordinators,15528,Purchase equipment or services in accordance with distance learning plans and budget constraints.,Core,21.0,07/2013,Occupational Expert,Management Occupations
741,11-0000,Distance Learning Coordinators,15537,Create and maintain web sites or databases that support distance learning programs.,Core,22.0,07/2013,Occupational Expert,Management Occupations
742,11-0000,Distance Learning Coordinators,15533,Monitor technological developments in distance learning for technological means to educational or outreach goals.,Core,22.0,07/2013,Occupational Expert,Management Occupations
743,11-0000,Distance Learning Coordinators,15534,Evaluate the effectiveness of distance learning programs in promoting knowledge or skill acquisition.,Core,22.0,07/2013,Occupational Expert,Management Occupations
744,11-0000,Distance Learning Coordinators,15541,"Provide technical or logistical support to users of distance learning classrooms, equipment, web sites, or services.",Core,22.0,07/2013,Occupational Expert,Management Occupations
745,11-0000,Distance Learning Coordinators,15543,"Develop or provide technical resources, such as course management and videoconferencing systems, networking, and webcasting, for distance learning programs.",Core,22.0,07/2013,Occupational Expert,Management Occupations
746,11-0000,Distance Learning Coordinators,15522,"Review distance learning content to ensure compliance with copyright, licensing, or other requirements.",Core,22.0,07/2013,Occupational Expert,Management Occupations
747,11-0000,Distance Learning Coordinators,15529,"Select, direct, and monitor the work of vendors that provide products or services for distance learning programs.",Core,22.0,07/2013,Occupational Expert,Management Occupations
748,11-0000,Distance Learning Coordinators,15542,"Prepare and distribute schedules of distance learning resources, such as course offerings, classrooms, laboratories, equipment, and web sites.",Core,22.0,07/2013,Occupational Expert,Management Occupations
749,11-0000,Distance Learning Coordinators,15524,"Communicate technical or marketing information about distance learning via podcasts, webinars, and other technologies.",Core,22.0,07/2013,Occupational Expert,Management Occupations
750,11-0000,Distance Learning Coordinators,15532,"Negotiate with academic units or instructors and vendors to ensure cost-effective and high-quality distance learning programs, services, or courses.",Core,22.0,07/2013,Occupational Expert,Management Occupations
751,11-0000,Distance Learning Coordinators,15535,Direct and support the technical operation of distance learning classrooms or equipment.,Core,21.0,07/2013,Occupational Expert,Management Occupations
752,11-0000,Distance Learning Coordinators,15521,Write and submit grant applications or proposals to secure funding for distance learning programs.,Core,21.0,07/2013,Occupational Expert,Management Occupations
753,11-0000,Distance Learning Coordinators,15523,"Conduct inventories of distance learning equipment, summarizing equipment usage data.",Supplemental,22.0,07/2013,Occupational Expert,Management Occupations
754,11-0000,Fitness and Wellness Coordinators,15557,"Manage or oversee fitness or recreation facilities, ensuring safe and clean facilities and equipment.",Core,24.0,07/2015,Occupational Expert,Management Occupations
755,11-0000,Fitness and Wellness Coordinators,15545,Provide individual support or counseling in general wellness or nutrition.,Core,24.0,07/2015,Occupational Expert,Management Occupations
756,11-0000,Fitness and Wellness Coordinators,15561,"Supervise fitness or wellness specialists, such as fitness instructors, nutritionists, or health educators.",Core,24.0,07/2015,Occupational Expert,Management Occupations
757,11-0000,Fitness and Wellness Coordinators,15548,"Conduct needs assessments or surveys to determine interest in, or satisfaction with, wellness and fitness programs, events, or services.",Core,24.0,07/2015,Occupational Expert,Management Occupations
758,11-0000,Fitness and Wellness Coordinators,15562,Develop or coordinate fitness and wellness programs or services.,Core,24.0,07/2015,Occupational Expert,Management Occupations
759,11-0000,Fitness and Wellness Coordinators,15553,"Prepare or implement budgets and strategic, operational, purchasing, or maintenance plans.",Core,24.0,07/2015,Occupational Expert,Management Occupations
760,11-0000,Fitness and Wellness Coordinators,20316,Track cost-containment strategies and programs to evaluate effectiveness.,Core,24.0,07/2015,Occupational Expert,Management Occupations
761,11-0000,Fitness and Wellness Coordinators,15558,"Maintain wellness- and fitness-related schedules, records, or reports.",Core,24.0,07/2015,Occupational Expert,Management Occupations
762,11-0000,Fitness and Wellness Coordinators,15560,"Develop fitness or wellness classes, such as yoga, aerobics, strength training, or aquatics, ensuring a diversity of class offerings.",Core,24.0,07/2015,Occupational Expert,Management Occupations
763,11-0000,Fitness and Wellness Coordinators,15550,"Select or supervise contractors, such as event hosts or health, fitness, and wellness practitioners.",Core,24.0,07/2015,Occupational Expert,Management Occupations
764,11-0000,Fitness and Wellness Coordinators,15552,"Recommend or approve new program or service offerings to promote wellness and fitness, produce revenues, or minimize costs.",Core,24.0,07/2015,Occupational Expert,Management Occupations
765,11-0000,Fitness and Wellness Coordinators,15547,Develop marketing campaigns to promote a healthy lifestyle or participation in fitness or wellness programs.,Core,24.0,07/2015,Occupational Expert,Management Occupations
766,11-0000,Fitness and Wellness Coordinators,15544,"Track attendance, participation, or performance data related to wellness events.",Core,24.0,07/2015,Occupational Expert,Management Occupations
767,11-0000,Fitness and Wellness Coordinators,15556,"Demonstrate proper operation of fitness equipment, such as resistance machines, cardio machines, free weights, or fitness assessment devices.",Core,24.0,07/2015,Occupational Expert,Management Occupations
768,11-0000,Fitness and Wellness Coordinators,20315,"Organize and oversee fitness or wellness programs, such as information presentations, blood drives, or training in first aid or cardiopulmonary resuscitation (CPR).",Core,24.0,07/2015,Occupational Expert,Management Occupations
769,11-0000,Fitness and Wellness Coordinators,15559,Conduct or facilitate training sessions or seminars for wellness and fitness staff.,Core,24.0,07/2015,Occupational Expert,Management Occupations
770,11-0000,Fitness and Wellness Coordinators,15551,"Respond to customer, public, or media requests for information about wellness programs or services.",Core,24.0,07/2015,Occupational Expert,Management Occupations
771,11-0000,Fitness and Wellness Coordinators,20314,Interpret insurance data or Health Reimbursement Account (HRA) data to develop programs that address specific needs of target populations.,Core,24.0,07/2015,Occupational Expert,Management Occupations
772,11-0000,Fitness and Wellness Coordinators,15546,Maintain or arrange for maintenance of fitness equipment or facilities.,Core,24.0,07/2015,Occupational Expert,Management Occupations
773,11-0000,Fitness and Wellness Coordinators,15554,"Organize and oversee health screenings or other preventive measures, such as mammography, blood pressure, or cholesterol screenings or flu vaccinations.",Core,24.0,07/2015,Occupational Expert,Management Occupations
774,11-0000,Fitness and Wellness Coordinators,20317,"Use computer skills and software to manage Web sites or databases, publish newsletters, or provide webinars.",Core,24.0,07/2015,Occupational Expert,Management Occupations
775,11-0000,Fitness and Wellness Coordinators,15549,"Teach fitness classes to improve strength, flexibility, cardiovascular conditioning, or general fitness of participants.",Core,24.0,07/2015,Occupational Expert,Management Occupations
776,11-0000,Fitness and Wellness Coordinators,15555,Organize and oversee events such as organized runs or walks.,Core,24.0,07/2015,Occupational Expert,Management Occupations
777,11-0000,Architectural and Engineering Managers,20170,Manage the coordination and overall integration of technical activities in architecture or engineering projects.,Core,126.0,07/2012,Incumbent,Management Occupations
778,11-0000,Architectural and Engineering Managers,20171,"Direct, review, or approve project design changes.",Core,126.0,07/2012,Incumbent,Management Occupations
779,11-0000,Architectural and Engineering Managers,1060,"Confer with management, production, or marketing staff to discuss project specifications or procedures.",Core,125.0,07/2012,Incumbent,Management Occupations
780,11-0000,Architectural and Engineering Managers,1070,"Present and explain proposals, reports, or findings to clients.",Core,125.0,07/2012,Incumbent,Management Occupations
781,11-0000,Architectural and Engineering Managers,1071,Consult or negotiate with clients to prepare project specifications.,Core,126.0,07/2012,Incumbent,Management Occupations
782,11-0000,Architectural and Engineering Managers,20172,"Prepare budgets, bids, or contracts.",Core,126.0,07/2012,Incumbent,Management Occupations
783,11-0000,Architectural and Engineering Managers,20173,"Assess project feasibility by analyzing technology, resource needs, and market demand.",Core,126.0,07/2012,Incumbent,Management Occupations
784,11-0000,Architectural and Engineering Managers,20174,"Direct recruitment, placement, and evaluation of architecture or engineering project staff.",Core,126.0,07/2012,Incumbent,Management Occupations
785,11-0000,Architectural and Engineering Managers,20175,"Review, recommend, or approve contracts or cost estimates.",Core,126.0,07/2012,Incumbent,Management Occupations
786,11-0000,Architectural and Engineering Managers,20176,"Develop or implement policies, standards, or procedures for engineering and technical work.",Core,125.0,07/2012,Incumbent,Management Occupations
787,11-0000,Architectural and Engineering Managers,1063,"Plan or direct the installation, testing, operation, maintenance, or repair of facilities or equipment.",Core,125.0,07/2012,Incumbent,Management Occupations
788,11-0000,Architectural and Engineering Managers,20177,"Perform administrative functions, such as reviewing or writing reports, approving expenditures, enforcing rules, or purchasing of materials or services.",Core,127.0,07/2012,Incumbent,Management Occupations
789,11-0000,Architectural and Engineering Managers,20178,Establish scientific or technical goals within broad outlines provided by top management.,Supplemental,124.0,07/2012,Incumbent,Management Occupations
790,11-0000,Architectural and Engineering Managers,19526,Evaluate environmental regulations or social pressures related to environmental issues to inform strategic or operational decision-making.,Supplemental,126.0,07/2012,Incumbent,Management Occupations
791,11-0000,Architectural and Engineering Managers,20179,Solicit project support by conferring with officials or providing information to the public.,Supplemental,124.0,07/2012,Incumbent,Management Occupations
792,11-0000,Architectural and Engineering Managers,19525,Develop or implement programs to improve sustainability or reduce the environmental impacts of engineering or architecture activities or operations.,Supplemental,125.0,07/2012,Incumbent,Management Occupations
793,11-0000,Architectural and Engineering Managers,19527,"Evaluate the environmental impacts of engineering, architecture, or research and development activities.",Supplemental,125.0,07/2012,Incumbent,Management Occupations
794,11-0000,Architectural and Engineering Managers,1074,"Direct the engineering of water control, treatment, or distribution projects.",Supplemental,125.0,07/2012,Incumbent,Management Occupations
795,11-0000,Architectural and Engineering Managers,19528,Identify environmental threats or opportunities associated with the development and launch of new technologies.,Supplemental,125.0,07/2012,Incumbent,Management Occupations
796,11-0000,Architectural and Engineering Managers,20180,"Plan, direct, or coordinate survey work with other project activities.",Supplemental,125.0,07/2012,Incumbent,Management Occupations
797,11-0000,Architectural and Engineering Managers,1073,"Administer highway planning, construction, or maintenance.",Supplemental,125.0,07/2012,Incumbent,Management Occupations
798,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15574,"Design or conduct applied biodiesel or biofuels research projects on topics such as transport, thermodynamics, mixing, filtration, distillation, fermentation, extraction, and separation.",Core,99.0,07/2014,Incumbent,Management Occupations
799,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15578,"Analyze data from biofuels studies, such as fluid dynamics, water treatments, or solvent extraction and recovery processes.",Core,100.0,07/2014,Incumbent,Management Occupations
800,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15567,"Prepare, or oversee the preparation of, experimental plans for biofuels research or development.",Core,100.0,07/2014,Incumbent,Management Occupations
801,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15566,Provide technical or scientific guidance to technical staff in the conduct of biofuels research or development.,Core,100.0,07/2014,Incumbent,Management Occupations
802,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15580,"Propose new biofuels products, processes, technologies or applications based on findings from applied biofuels or biomass research projects.",Core,100.0,07/2014,Incumbent,Management Occupations
803,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15576,Conduct experiments on biomass or pretreatment technologies.,Core,99.0,07/2014,Incumbent,Management Occupations
804,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15568,Prepare biofuels research and development reports for senior management or technical professionals.,Core,99.0,07/2014,Incumbent,Management Occupations
805,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15563,"Develop lab scale models of industrial scale processes, such as fermentation.",Core,100.0,07/2014,Incumbent,Management Occupations
806,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15579,Oversee biodiesel/biofuels prototyping or development projects.,Core,99.0,07/2014,Incumbent,Management Occupations
807,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15577,Conduct experiments to test new or alternate feedstock fermentation processes.,Core,100.0,07/2014,Incumbent,Management Occupations
808,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15572,Develop methods to estimate the efficiency of biomass pretreatments.,Supplemental,100.0,07/2014,Incumbent,Management Occupations
809,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15565,Develop carbohydrates arrays and associated methods for screening enzymes involved in biomass conversion.,Supplemental,100.0,07/2014,Incumbent,Management Occupations
810,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15569,Perform protein functional analysis and engineering for processing of feedstock and creation of biofuels.,Supplemental,97.0,07/2014,Incumbent,Management Occupations
811,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15581,"Conduct research to breed or develop energy crops with improved biomass yield, environmental adaptability, pest resistance, production efficiency, bioprocessing characteristics, or reduced environmental impacts.",Supplemental,99.0,07/2014,Incumbent,Management Occupations
812,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15564,Develop computational tools or approaches to improve biofuels research and development activities.,Supplemental,98.0,07/2014,Incumbent,Management Occupations
813,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15570,Develop separation processes to recover biofuels.,Supplemental,98.0,07/2014,Incumbent,Management Occupations
814,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15575,"Design chemical conversion processes, such as etherification, esterification, interesterification, transesterification, distillation, hydrogenation, oxidation or reduction of fats and oils, and vegetable oil refining.",Supplemental,99.0,07/2014,Incumbent,Management Occupations
815,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15573,Design or execute solvent or product recovery experiments in laboratory or field settings.,Supplemental,99.0,07/2014,Incumbent,Management Occupations
816,11-0000,Biofuels/Biodiesel Technology and Product Development Managers,15571,Develop methods to recover ethanol or other fuels from complex bioreactor liquid and gas streams.,Supplemental,100.0,07/2014,Incumbent,Management Occupations
817,11-0000,Food Service Managers,1083,"Monitor compliance with health and fire regulations regarding food preparation and serving, and building maintenance in lodging and dining facilities.",Core,69.0,06/2008,Incumbent,Management Occupations
818,11-0000,Food Service Managers,1080,"Monitor food preparation methods, portion sizes, and garnishing and presentation of food to ensure that food is prepared and presented in an acceptable manner.",Core,68.0,06/2008,Incumbent,Management Occupations
819,11-0000,Food Service Managers,15199,Count money and make bank deposits.,Core,67.0,06/2008,Incumbent,Management Occupations
820,11-0000,Food Service Managers,1078,"Investigate and resolve complaints regarding food quality, service, or accommodations.",Core,69.0,06/2008,Incumbent,Management Occupations
821,11-0000,Food Service Managers,1084,Coordinate assignments of cooking personnel to ensure economical use of food and timely preparation.,Core,66.0,06/2008,Incumbent,Management Occupations
822,11-0000,Food Service Managers,1079,"Schedule and receive food and beverage deliveries, checking delivery contents to verify product quality and quantity.",Core,67.0,06/2008,Incumbent,Management Occupations
823,11-0000,Food Service Managers,1081,"Monitor budgets and payroll records, and review financial transactions to ensure that expenditures are authorized and budgeted.",Core,69.0,06/2008,Incumbent,Management Occupations
824,11-0000,Food Service Managers,1090,"Maintain food and equipment inventories, and keep inventory records.",Core,67.0,06/2008,Incumbent,Management Occupations
825,11-0000,Food Service Managers,1082,Schedule staff hours and assign duties.,Core,68.0,06/2008,Incumbent,Management Occupations
826,11-0000,Food Service Managers,1086,Establish standards for personnel performance and customer service.,Core,67.0,06/2008,Incumbent,Management Occupations
827,11-0000,Food Service Managers,1089,"Perform some food preparation or service tasks, such as cooking, clearing tables, and serving food and drinks when necessary.",Core,67.0,06/2008,Incumbent,Management Occupations
828,11-0000,Food Service Managers,1100,"Plan menus and food utilization, based on anticipated number of guests, nutritional value, palatability, popularity, and costs.",Core,69.0,06/2008,Incumbent,Management Occupations
829,11-0000,Food Service Managers,1085,Keep records required by government agencies regarding sanitation or food subsidies.,Core,68.0,06/2008,Incumbent,Management Occupations
830,11-0000,Food Service Managers,1077,Test cooked food by tasting and smelling it to ensure palatability and flavor conformity.,Core,68.0,06/2008,Incumbent,Management Occupations
831,11-0000,Food Service Managers,1091,"Organize and direct worker training programs, resolve personnel problems, hire new staff, and evaluate employee performance in dining and lodging facilities.",Core,67.0,06/2008,Incumbent,Management Occupations
832,11-0000,Food Service Managers,1092,Order and purchase equipment and supplies.,Core,69.0,06/2008,Incumbent,Management Occupations
833,11-0000,Food Service Managers,1088,"Review work procedures and operational problems to determine ways to improve service, performance, or safety.",Core,67.0,06/2008,Incumbent,Management Occupations
834,11-0000,Food Service Managers,1095,"Assess staffing needs and recruit staff, using methods such as newspaper advertisements or attendance at job fairs.",Core,68.0,06/2008,Incumbent,Management Occupations
835,11-0000,Food Service Managers,1096,"Arrange for equipment maintenance and repairs, and coordinate a variety of services, such as waste removal and pest control.",Core,67.0,06/2008,Incumbent,Management Occupations
836,11-0000,Food Service Managers,1094,"Record the number, type, and cost of items sold to determine which items may be unpopular or less profitable.",Core,68.0,06/2008,Incumbent,Management Occupations
837,11-0000,Food Service Managers,1093,"Review menus and analyze recipes to determine labor and overhead costs, and assign prices to menu items.",Core,68.0,06/2008,Incumbent,Management Occupations
838,11-0000,Food Service Managers,1097,Monitor employee and patron activities to ensure liquor regulations are obeyed.,Supplemental,68.0,06/2008,Incumbent,Management Occupations
839,11-0000,Food Service Managers,1098,"Greet guests, escort them to their seats, and present them with menus and wine lists.",Supplemental,67.0,06/2008,Incumbent,Management Occupations
840,11-0000,Food Service Managers,1103,"Schedule use of facilities or catering services for events such as banquets or receptions, and negotiate details of arrangements with clients.",Supplemental,68.0,06/2008,Incumbent,Management Occupations
841,11-0000,Food Service Managers,1087,"Estimate food, liquor, wine, and other beverage consumption to anticipate amounts to be purchased or requisitioned.",Supplemental,67.0,06/2008,Incumbent,Management Occupations
842,11-0000,Food Service Managers,1101,Create specialty dishes and develop recipes to be used in dining facilities.,Supplemental,68.0,06/2008,Incumbent,Management Occupations
843,11-0000,Food Service Managers,1099,"Establish and enforce nutritional standards for dining establishments, based on accepted industry standards.",Supplemental,66.0,06/2008,Incumbent,Management Occupations
844,11-0000,Food Service Managers,1102,Take dining reservations.,Supplemental,67.0,06/2008,Incumbent,Management Occupations
845,11-0000,Funeral Service Managers,18832,"Consult with families or friends of the deceased to arrange funeral details, such as obituary notice wording, casket selection, or plans for services.",Core,56.0,07/2014,Incumbent,Management Occupations
846,11-0000,Funeral Service Managers,18833,"Direct and supervise work of embalmers, funeral attendants, death certificate clerks, cosmetologists, or other staff.",Core,56.0,07/2014,Incumbent,Management Occupations
847,11-0000,Funeral Service Managers,18842,"Schedule funerals, burials, or cremations.",Core,56.0,07/2014,Incumbent,Management Occupations
848,11-0000,Funeral Service Managers,18843,"Sell funeral services, products, or merchandise to clients.",Core,56.0,07/2014,Incumbent,Management Occupations
849,11-0000,Funeral Service Managers,18835,"Monitor funeral service operations to ensure that they comply with applicable policies, regulations, and laws.",Core,56.0,07/2014,Incumbent,Management Occupations
850,11-0000,Funeral Service Managers,18837,Offer counsel and comfort to families and friends of the deceased.,Core,56.0,07/2014,Incumbent,Management Occupations
851,11-0000,Funeral Service Managers,18836,Negotiate contracts for prearranged funeral services.,Core,56.0,07/2014,Incumbent,Management Occupations
852,11-0000,Funeral Service Managers,18840,"Respond to customer complaints, legal inquiries, payment negotiations, or other post-service matters.",Core,56.0,07/2014,Incumbent,Management Occupations
853,11-0000,Funeral Service Managers,18838,Plan and implement changes to service offerings to meet community needs or increase funeral home revenues.,Core,56.0,07/2014,Incumbent,Management Occupations
854,11-0000,Funeral Service Managers,18834,"Direct or monitor administrative, support, repair, or maintenance services for funeral homes.",Core,56.0,07/2014,Incumbent,Management Occupations
855,11-0000,Funeral Service Managers,18851,Schedule work hours for funeral home or contract employees.,Core,56.0,07/2014,Incumbent,Management Occupations
856,11-0000,Funeral Service Managers,18844,"Set marketing, sales, or other financial goals for funeral service establishments and monitor progress toward these goals.",Core,56.0,07/2014,Incumbent,Management Occupations
857,11-0000,Funeral Service Managers,18848,"Explain goals, policies, or procedures to staff members.",Core,56.0,07/2014,Incumbent,Management Occupations
858,11-0000,Funeral Service Managers,18846,"Complete and maintain records such as state-required documents, tracking documents, or product inventories.",Core,56.0,07/2014,Incumbent,Management Occupations
859,11-0000,Funeral Service Managers,18847,"Evaluate the performance of vendors, contract employees, or other service providers to ensure quality and cost-efficiency.",Core,56.0,07/2014,Incumbent,Management Occupations
860,11-0000,Funeral Service Managers,18845,Set prices or credit terms for funeral products or services.,Core,56.0,07/2014,Incumbent,Management Occupations
