,soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC-2digit,SOC Title
1740,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3357,Assist in preparing and maintaining personnel records and handbooks.,Core,20.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1741,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3368,"Research job and worker requirements, structural and functional relationships among jobs and occupations, and occupational trends.",Core,20.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1742,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3359,"Administer employee insurance, pension and savings plans, working with insurance brokers and plan carriers.",Supplemental,20.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1743,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3360,"Negotiate collective agreements on behalf of employers or workers, and mediate labor disputes and grievances.",Supplemental,20.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1744,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3363,Research employee benefit and health and safety practices and recommend changes or modifications to existing policies.,Supplemental,19.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1745,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3364,"Analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",Supplemental,19.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1746,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3365,Advise staff of individuals' qualifications.,Supplemental,20.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1747,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3361,"Develop, implement, administer and evaluate personnel and labor relations programs, including performance appraisal, affirmative action and employment equity programs.",Supplemental,20.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1748,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3369,Plan and develop curricula and materials for training programs and conduct training.,Supplemental,20.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1749,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3371,"Consult with or serve as a technical liaison between business, industry, government, and union officials.",Supplemental,20.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1750,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3373,Work with the Department of Labor and promote its use with employers.,Supplemental,20.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1751,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3372,"Prepare research results for publication in form of journals, books, manuals, and film.",Supplemental,20.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1752,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3367,"Review occupational data on Alien Employment Certification Applications to determine the appropriate occupational title and code, and provide local offices with information about immigration and occupations.",Supplemental,20.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1753,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3374,Speak at conferences and events to promote apprenticeships and related training programs.,Supplemental,20.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1754,13-1151.00,Training and Development Specialists,103,"Assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives.",Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1755,13-1151.00,Training and Development Specialists,20474,"Design, plan, organize, or direct orientation and training programs for employees or customers.",Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1756,13-1151.00,Training and Development Specialists,97,Offer specific training programs to help workers maintain or improve job skills.,Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1757,13-1151.00,Training and Development Specialists,94,"Present information using a variety of instructional techniques or formats, such as role playing, simulations, team exercises, group discussions, videos, or lectures.",Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1758,13-1151.00,Training and Development Specialists,20475,"Obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1759,13-1151.00,Training and Development Specialists,98,"Monitor, evaluate, or record training activities or program effectiveness.",Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1760,13-1151.00,Training and Development Specialists,102,Develop alternative training methods if expected improvements are not seen.,Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1761,13-1151.00,Training and Development Specialists,101,"Evaluate training materials prepared by instructors, such as outlines, text, or handouts.",Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1762,13-1151.00,Training and Development Specialists,19559,"Evaluate modes of training delivery, such as in-person or virtual to optimize training effectiveness, training costs, or environmental impacts.",Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1763,13-1151.00,Training and Development Specialists,93,"Keep up with developments in area of expertise by reading current journals, books, or magazine articles.",Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1764,13-1151.00,Training and Development Specialists,108,"Negotiate contracts with clients including desired training outcomes, fees, or expenses.",Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1765,13-1151.00,Training and Development Specialists,99,Attend meetings or seminars to obtain information for use in training programs or to inform management of training program status.,Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1766,13-1151.00,Training and Development Specialists,20476,Monitor training costs and prepare budget reports to justify expenditures.,Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1767,13-1151.00,Training and Development Specialists,105,Select and assign instructors to conduct training.,Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1768,13-1151.00,Training and Development Specialists,95,"Schedule classes based on availability of classrooms, equipment, or instructors.",Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1769,13-1151.00,Training and Development Specialists,20477,"Supervise, evaluate, or refer instructors to skill development classes.",Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1770,13-1151.00,Training and Development Specialists,106,Devise programs to develop executive potential among employees in lower-level positions.,Core,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1771,13-1151.00,Training and Development Specialists,100,Coordinate recruitment and placement of training program participants.,Supplemental,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1772,13-1151.00,Training and Development Specialists,19558,"Develop or implement training programs related to efficiency, recycling, or other issues with environmental impacts.",Supplemental,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1773,13-1151.00,Training and Development Specialists,111,"Refer trainees to employer relations representatives, to locations offering job placement assistance, or to appropriate social services agencies if warranted.",Supplemental,36.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
1774,13-1161.00,Market Research Analysts and Marketing Specialists,5434,"Prepare reports of findings, illustrating data graphically and translating complex findings into written text.",Core,24.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1775,13-1161.00,Market Research Analysts and Marketing Specialists,5437,Seek and provide information to help companies determine their position in the marketplace.,Core,24.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1776,13-1161.00,Market Research Analysts and Marketing Specialists,5441,"Gather data on competitors and analyze their prices, sales, and method of marketing and distribution.",Core,24.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1777,13-1161.00,Market Research Analysts and Marketing Specialists,5433,"Collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.",Core,24.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1778,13-1161.00,Market Research Analysts and Marketing Specialists,5443,"Devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.",Core,24.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1779,13-1161.00,Market Research Analysts and Marketing Specialists,5442,Monitor industry statistics and follow trends in trade literature.,Core,24.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1780,13-1161.00,Market Research Analysts and Marketing Specialists,5435,Measure and assess customer and employee satisfaction.,Core,24.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1781,13-1161.00,Market Research Analysts and Marketing Specialists,5438,"Measure the effectiveness of marketing, advertising, and communications programs and strategies.",Core,24.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1782,13-1161.00,Market Research Analysts and Marketing Specialists,5436,"Forecast and track marketing and sales trends, analyzing collected data.",Core,24.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1783,13-1161.00,Market Research Analysts and Marketing Specialists,5440,"Attend staff conferences to provide management with information and proposals concerning the promotion, distribution, design, and pricing of company products or services.",Core,24.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1784,13-1161.00,Market Research Analysts and Marketing Specialists,5439,"Conduct research on consumer opinions and marketing strategies, collaborating with marketing professionals, statisticians, pollsters, and other professionals.",Core,24.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1785,13-1161.00,Market Research Analysts and Marketing Specialists,5444,Develop and implement procedures for identifying advertising needs.,Core,24.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1786,13-1161.00,Market Research Analysts and Marketing Specialists,5445,Direct trained survey interviewers.,Core,24.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1787,13-1199.01,Energy Auditors,18082,Identify and prioritize energy saving measures.,Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1788,13-1199.01,Energy Auditors,18074,Prepare audit reports containing energy analysis results or recommendations for energy cost savings.,Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1789,13-1199.01,Energy Auditors,18078,Collect and analyze field data related to energy usage.,Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1790,13-1199.01,Energy Auditors,18073,"Inspect or evaluate building envelopes, mechanical systems, electrical systems, or process systems to determine the energy consumption of each system.",Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1791,13-1199.01,Energy Auditors,18072,Perform tests such as blower-door tests to locate air leaks.,Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1792,13-1199.01,Energy Auditors,18081,Educate customers on energy efficiency or answer questions on topics such as the costs of running household appliances or the selection of energy efficient appliances.,Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1793,13-1199.01,Energy Auditors,18077,Calculate potential for energy savings.,Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1794,13-1199.01,Energy Auditors,18086,"Prepare job specification sheets for home energy improvements, such as attic insulation, window retrofits, or heating system upgrades.",Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1795,13-1199.01,Energy Auditors,18087,Recommend energy efficient technologies or alternate energy sources.,Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1796,13-1199.01,Energy Auditors,18084,Quantify energy consumption to establish baselines for energy use or need.,Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1797,13-1199.01,Energy Auditors,18083,"Identify opportunities to improve the operation, maintenance, or energy efficiency of building or process systems.",Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1798,13-1199.01,Energy Auditors,18076,"Analyze technical feasibility of energy saving measures using knowledge of engineering, energy production, energy use, construction, maintenance, system operation, or process systems.",Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1799,13-1199.01,Energy Auditors,18075,Analyze energy bills including utility rates or tariffs to gather historical energy usage data.,Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1800,13-1199.01,Energy Auditors,18071,"Measure energy usage with devices such as data loggers, universal data recorders, light meters, sling psychrometers, psychrometric charts, flue gas analyzers, amp probes, watt meters, volt meters, thermometers, or utility meters.",Core,24.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1801,13-1199.01,Energy Auditors,18080,"Determine patterns of building use to show annual or monthly needs for heating, cooling, lighting, or other energy needs.",Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1802,13-1199.01,Energy Auditors,18079,Compare existing energy consumption levels to normative data.,Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1803,13-1199.01,Energy Auditors,18085,"Oversee installation of equipment such as water heater wraps, pipe insulation, weatherstripping, door sweeps, or low flow showerheads to improve energy efficiency.",Core,25.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1804,13-1199.01,Energy Auditors,19560,Examine commercial sites to determine the feasibility of installing equipment that allows building management systems to reduce electricity consumption during peak demand periods.,,,07/2011,Analyst,13,Business and Financial Operations Occupations
1805,13-1199.01,Energy Auditors,19561,Identify any health or safety issues related to planned weatherization projects.,,,07/2011,Analyst,13,Business and Financial Operations Occupations
1806,13-1199.01,Energy Auditors,19562,Inspect newly installed energy-efficient equipment to ensure that it was installed properly and is performing according to specifications.,,,07/2011,Analyst,13,Business and Financial Operations Occupations
1807,13-1199.01,Energy Auditors,19563,Verify income eligibility of participants in publicly financed weatherization programs.,,,07/2011,Analyst,13,Business and Financial Operations Occupations
1808,13-1199.02,Security Management Specialists,15918,"Engineer, install, maintain, or repair security systems, programmable logic controls, or other security-related electronic systems.",Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1809,13-1199.02,Security Management Specialists,15919,Recommend improvements in security systems or procedures.,Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1810,13-1199.02,Security Management Specialists,20355,Perform risk analyses so that appropriate countermeasures can be developed.,Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1811,13-1199.02,Security Management Specialists,20356,"Conduct security audits to identify potential vulnerabilities related to physical security, staff safety, or asset protection.",Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1812,13-1199.02,Security Management Specialists,20357,Provide system design and integration recommendations.,Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1813,13-1199.02,Security Management Specialists,15921,"Design security policies, programs, or practices to ensure adequate security relating to issues such as protection of assets, alarm response, and access card use.",Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1814,13-1199.02,Security Management Specialists,20358,Assess the nature and level of threats so that the scope of the problem can be determined.,Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1815,13-1199.02,Security Management Specialists,20359,"Design or implement or establish requirements for security systems, video surveillance, motion detection, or closed-circuit television systems to ensure proper installation and operation.",Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1816,13-1199.02,Security Management Specialists,15912,Respond to emergency situations on an on-call basis.,Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1817,13-1199.02,Security Management Specialists,20360,Determine the value loss impact and criticality of assets.,Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1818,13-1199.02,Security Management Specialists,15914,"Prepare, maintain, or update security procedures, security system drawings, or related documentation.",Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1819,13-1199.02,Security Management Specialists,15920,Develop or review specifications for design or construction of security systems.,Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1820,13-1199.02,Security Management Specialists,20361,Outline system security criteria for pre-bid meetings with clients and companies to ensure comprehensiveness and appropriateness for implementation.,Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1821,13-1199.02,Security Management Specialists,15911,Develop conceptual designs of security systems.,Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1822,13-1199.02,Security Management Specialists,15915,"Monitor the work of contractors in the design, construction, and startup phases of security systems.",Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1823,13-1199.02,Security Management Specialists,15913,Train personnel in security procedures or use of security equipment.,Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1824,13-1199.02,Security Management Specialists,15907,"Review design drawings or technical documents for completeness, correctness, or appropriateness.",Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1825,13-1199.02,Security Management Specialists,15916,"Inspect security design features, installations, or programs to ensure compliance with applicable standards or regulations.",Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1826,13-1199.02,Security Management Specialists,20362,Test security measures for final acceptance and implement or provide procedures for ongoing monitoring and evaluation of the measures.,Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1827,13-1199.02,Security Management Specialists,15910,Budget and schedule security design work.,Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1828,13-1199.02,Security Management Specialists,15917,"Inspect fire, intruder detection, or other security systems.",Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1829,13-1199.02,Security Management Specialists,15906,Prepare documentation for case reports or court proceedings.,Core,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1830,13-1199.02,Security Management Specialists,15909,"Interview witnesses or suspects to identify persons responsible for security breaches, establish losses, pursue prosecutions, or obtain restitution.",Supplemental,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1831,13-1199.02,Security Management Specialists,15908,Monitor tapes or digital recordings to identify the source of losses.,Supplemental,26.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1832,13-1199.03,Customs Brokers,15941,Classify goods according to tariff coding system.,Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1833,13-1199.03,Customs Brokers,15945,"Prepare and process import and export documentation according to customs regulations, laws, or procedures.",Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1834,13-1199.03,Customs Brokers,15936,"Pay, or arrange for payment of, taxes and duties on shipments.",Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1835,13-1199.03,Customs Brokers,15924,"Sign documents on behalf of clients, using powers of attorney.",Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1836,13-1199.03,Customs Brokers,15946,Clear goods through customs and to their destinations for clients.,Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1837,13-1199.03,Customs Brokers,15942,Calculate duty and tariff payments owed on shipments.,Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1838,13-1199.03,Customs Brokers,15933,"Stay abreast of changes in import or export laws or regulations by reading current literature, attending meetings or conferences, or conferring with colleagues.",Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1839,13-1199.03,Customs Brokers,15932,"Request or compile necessary import documentation, such as customs invoices, certificates of origin, and cargo-control documents.",Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1840,13-1199.03,Customs Brokers,15944,"Advise customers on import and export restrictions, tariff systems, insurance requirements, quotas, or other customs-related matters.",Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1841,13-1199.03,Customs Brokers,15937,Monitor or trace the location of goods.,Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1842,13-1199.03,Customs Brokers,15940,Confer with officials in various agencies to facilitate clearance of goods through customs and quarantine.,Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1843,13-1199.03,Customs Brokers,15926,Post bonds for the products being imported or assist clients in obtaining bonds.,Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1844,13-1199.03,Customs Brokers,15934,"Quote duty and tax rates on goods to be imported, based on federal tariffs and excise taxes.",Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1845,13-1199.03,Customs Brokers,15928,"Obtain line releases for frequent shippers of low-risk commodities, high-volume entries, or multiple-container loads.",Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1846,13-1199.03,Customs Brokers,15930,"Arrange for transportation, warehousing, or product distribution of imported or exported products.",Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1847,13-1199.03,Customs Brokers,15939,Inform importers and exporters of steps to reduce duties and taxes.,Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1848,13-1199.03,Customs Brokers,15929,Contract with freight forwarders for destination services.,Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1849,13-1199.03,Customs Brokers,15938,Maintain relationships with customs brokers in other ports to expedite clearing of cargo.,Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1850,13-1199.03,Customs Brokers,15943,Apply for tariff concessions or for duty drawbacks and other refunds.,Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1851,13-1199.03,Customs Brokers,15925,"Provide advice on transportation options, types of carriers, or shipping routes.",Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1852,13-1199.03,Customs Brokers,15935,Prepare papers for shippers to appeal duty charges.,Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1853,13-1199.03,Customs Brokers,15931,Suggest best methods of packaging or labeling products.,Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1854,13-1199.03,Customs Brokers,15927,"Insure cargo against loss, damage, or pilferage.",Core,28.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1855,13-1199.04,Business Continuity Planners,15962,Develop disaster recovery plans for physical locations with critical assets such as data centers.,Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1856,13-1199.04,Business Continuity Planners,15956,Test documented disaster recovery strategies and plans.,Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1857,13-1199.04,Business Continuity Planners,15960,"Analyze impact on, and risk to, essential business functions or information systems to identify acceptable recovery time periods and resource requirements.",Core,29.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1858,13-1199.04,Business Continuity Planners,15965,"Develop emergency management plans for recovery decision making and communications, continuity of critical departmental processes, or temporary shut-down of non-critical departments to ensure continuity of operation and governance.",Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1859,13-1199.04,Business Continuity Planners,15957,"Review existing disaster recovery, crisis management, or business continuity plans.",Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1860,13-1199.04,Business Continuity Planners,15951,"Establish, maintain, or test call trees to ensure appropriate communication during disaster.",Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1861,13-1199.04,Business Continuity Planners,15949,Interpret government regulations and applicable codes to ensure compliance.,Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1862,13-1199.04,Business Continuity Planners,15964,Conduct or oversee contingency plan integration and operation.,Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1863,13-1199.04,Business Continuity Planners,15947,"Write reports to summarize testing activities, including descriptions of goals, planning, scheduling, execution, results, analysis, conclusions, and recommendations.",Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1864,13-1199.04,Business Continuity Planners,15961,"Identify opportunities for strategic improvement or mitigation of business interruption and other risks caused by business, regulatory, or industry-specific change initiatives.",Core,29.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1865,13-1199.04,Business Continuity Planners,15953,Create business continuity and disaster recovery budgets.,Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1866,13-1199.04,Business Continuity Planners,15954,Create or administer training and awareness presentations or materials.,Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1867,13-1199.04,Business Continuity Planners,15948,Maintain and update organization information technology applications and network systems blueprints.,Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1868,13-1199.04,Business Continuity Planners,15966,"Conduct or oversee collection of corporate intelligence to avoid fraud, financial crime, cyber-attack, terrorism, and infrastructure failure.",Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1869,13-1199.04,Business Continuity Planners,15958,"Recommend or implement methods to monitor, evaluate, or enable resolution of safety, operations, or compliance interruptions.",Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1870,13-1199.04,Business Continuity Planners,15967,"Analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1871,13-1199.04,Business Continuity Planners,15952,Design or implement products and services to mitigate risk or facilitate use of technology-based tools and methods.,Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1872,13-1199.04,Business Continuity Planners,15959,"Prepare reports summarizing operational results, financial performance, or accomplishments of specified objectives, goals, or plans.",Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1873,13-1199.04,Business Continuity Planners,15963,Create scenarios to re-establish operations from various types of business disruptions.,Core,29.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1874,13-1199.04,Business Continuity Planners,15955,"Attend professional meetings, read literature, and participate in training or other educational offerings to keep abreast of new developments and technologies related to disaster recovery and business continuity.",Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1875,13-1199.04,Business Continuity Planners,15950,Identify individual or transaction targets to direct intelligence collection.,Core,30.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1876,13-1199.05,Sustainability Specialists,15975,Create or maintain plans or other documents related to sustainability projects.,Core,28.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1877,13-1199.05,Sustainability Specialists,15981,"Develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals.",Core,28.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1878,13-1199.05,Sustainability Specialists,15979,"Assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance.",Core,28.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1879,13-1199.05,Sustainability Specialists,15973,Provide technical or administrative support for sustainability programs or issues.,Core,28.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1880,13-1199.05,Sustainability Specialists,15980,"Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste generation, and recycling.",Core,28.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1881,13-1199.05,Sustainability Specialists,15969,"Research or review regulatory, technical, or market issues related to sustainability.",Core,28.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1882,13-1199.05,Sustainability Specialists,15968,Review and revise sustainability proposals or policies.,Core,28.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1883,13-1199.05,Sustainability Specialists,15978,Collect information about waste stream management or green building practices to inform decision-makers.,Core,28.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1884,13-1199.05,Sustainability Specialists,15976,Develop reports or presentations to communicate the effectiveness of sustainability initiatives.,Core,28.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1885,13-1199.05,Sustainability Specialists,15974,Identify or procure needed resources to implement sustainability programs or projects.,Core,28.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1886,13-1199.05,Sustainability Specialists,15977,"Create marketing or outreach media, such as brochures or web sites, to communicate sustainability issues, procedures, or objectives.",Core,28.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1887,13-1199.05,Sustainability Specialists,15972,"Write grant applications, rebate applications, or project proposals to secure funding for sustainability projects.",Core,28.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1888,13-1199.05,Sustainability Specialists,15971,Identify or create new sustainability indicators.,Core,28.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1889,13-1199.05,Sustainability Specialists,15970,"Identify or investigate violations of natural resources, waste management, recycling, or other environmental policies.",Supplemental,28.0,07/2013,Occupational Expert,13,Business and Financial Operations Occupations
1890,13-1199.06,Online Merchants,15718,Fill customer orders by packaging sold items and documentation for direct shipping or by transferring orders to manufacturers or third-party distributors.,Core,75.0,07/2014,Incumbent,13,Business and Financial Operations Occupations
1891,13-1199.06,Online Merchants,15731,"Receive and process payments from customers, using electronic transaction services.",Core,74.0,07/2014,Incumbent,13,Business and Financial Operations Occupations
1892,13-1199.06,Online Merchants,15710,"Create, manage, or automate orders or invoices, using order management or invoicing software.",Core,75.0,07/2014,Incumbent,13,Business and Financial Operations Occupations
