,soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC-2digit,SOC Title
2594,15-1199.01,Software Quality Assurance Engineers and Testers,14662,Visit beta testing sites to evaluate software performance.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2595,15-1199.01,Software Quality Assurance Engineers and Testers,14663,Evaluate or recommend software for testing or bug tracking.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2596,15-1199.01,Software Quality Assurance Engineers and Testers,14664,Conduct historical analyses of test results.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2597,15-1199.01,Software Quality Assurance Engineers and Testers,14665,Provide technical support during software installation or configuration.,Supplemental,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2598,15-1199.02,Computer Systems Engineers/Architects,14666,Communicate with staff or clients to understand specific system requirements.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2599,15-1199.02,Computer Systems Engineers/Architects,14667,"Provide advice on project costs, design concepts, or design changes.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2600,15-1199.02,Computer Systems Engineers/Architects,14668,"Document design specifications, installation instructions, and other system-related information.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2601,15-1199.02,Computer Systems Engineers/Architects,14669,"Verify stability, interoperability, portability, security, or scalability of system architecture.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2602,15-1199.02,Computer Systems Engineers/Architects,14670,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,Core,22.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2603,15-1199.02,Computer Systems Engineers/Architects,14671,"Evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2604,15-1199.02,Computer Systems Engineers/Architects,14672,Provide technical guidance or support for the development or troubleshooting of systems.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2605,15-1199.02,Computer Systems Engineers/Architects,14673,"Identify system data, hardware, or software components required to meet user needs.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2606,15-1199.02,Computer Systems Engineers/Architects,14674,Provide guidelines for implementing secure systems to customers or installation teams.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2607,15-1199.02,Computer Systems Engineers/Architects,14675,Monitor system operation to detect potential problems.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2608,15-1199.02,Computer Systems Engineers/Architects,14676,"Direct the analysis, development, and operation of complete computer systems.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2609,15-1199.02,Computer Systems Engineers/Architects,14677,Investigate system component suitability for specified purposes and make recommendations regarding component use.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2610,15-1199.02,Computer Systems Engineers/Architects,14678,"Perform ongoing hardware and software maintenance operations, including installing or upgrading hardware or software.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2611,15-1199.02,Computer Systems Engineers/Architects,14679,Configure servers to meet functional specifications.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2612,15-1199.02,Computer Systems Engineers/Architects,14680,"Develop or approve project plans, schedules, or budgets.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2613,15-1199.02,Computer Systems Engineers/Architects,14681,"Define and analyze objectives, scope, issues, or organizational impact of information systems.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2614,15-1199.02,Computer Systems Engineers/Architects,14682,"Develop system engineering, software engineering, system integration, or distributed system architectures.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2615,15-1199.02,Computer Systems Engineers/Architects,14683,Design and conduct hardware or software tests.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2616,15-1199.02,Computer Systems Engineers/Architects,14684,"Establish functional or system standards to ensure operational requirements, quality requirements, and design constraints are addressed.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2617,15-1199.02,Computer Systems Engineers/Architects,14685,Evaluate existing systems to determine effectiveness and suggest changes to meet organizational requirements.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2618,15-1199.02,Computer Systems Engineers/Architects,14686,"Research, test, or verify proper functioning of software patches and fixes.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2619,15-1199.02,Computer Systems Engineers/Architects,14687,"Communicate project information through presentations, technical reports or white papers.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2620,15-1199.02,Computer Systems Engineers/Architects,14688,"Complete models and simulations, using manual or automated tools, to analyze or predict system performance under different operating conditions.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2621,15-1199.02,Computer Systems Engineers/Architects,14689,"Direct the installation of operating systems, network or application software, or computer or network hardware.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2622,15-1199.02,Computer Systems Engineers/Architects,14690,Train system users in system operation or maintenance.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2623,15-1199.02,Computer Systems Engineers/Architects,14691,Perform security analyses of developed or packaged software components.,Supplemental,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2624,15-1199.02,Computer Systems Engineers/Architects,14692,Develop application-specific software.,Supplemental,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2625,15-1199.02,Computer Systems Engineers/Architects,14693,Develop efficient and effective system controllers.,Supplemental,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2626,15-1199.03,Web Administrators,14731,Back up or modify applications and related data to provide for disaster recovery.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2627,15-1199.03,Web Administrators,14732,"Determine sources of web page or server problems, and take action to correct such problems.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2628,15-1199.03,Web Administrators,14733,"Review or update web page content or links in a timely manner, using appropriate tools.",Core,22.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2629,15-1199.03,Web Administrators,14734,"Monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2630,15-1199.03,Web Administrators,14735,"Implement web site security measures, such as firewalls or message encryption.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2631,15-1199.03,Web Administrators,14736,"Administer internet/intranet infrastructure, including components such as web, file transfer protocol (FTP), news and mail servers.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2632,15-1199.03,Web Administrators,14737,"Collaborate with development teams to discuss, analyze, or resolve usability issues.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2633,15-1199.03,Web Administrators,14738,Test backup or recovery plans regularly and resolve any problems.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2634,15-1199.03,Web Administrators,14739,"Monitor web developments through continuing education, reading, or participation in professional conferences, workshops, or groups.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2635,15-1199.03,Web Administrators,14740,"Implement updates, upgrades, and patches in a timely manner to limit loss of service.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2636,15-1199.03,Web Administrators,14741,Identify or document backup or recovery plans.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2637,15-1199.03,Web Administrators,14742,"Collaborate with web developers to create and operate internal and external web sites, or to manage projects, such as e-marketing campaigns.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2638,15-1199.03,Web Administrators,14743,"Install or configure web server software or hardware to ensure that directory structure is well-defined, logical, secure, and that files are named properly.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2639,15-1199.03,Web Administrators,14744,"Gather, analyze, or document user feedback to locate or resolve sources of problems.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2640,15-1199.03,Web Administrators,14745,Develop web site performance metrics.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2641,15-1199.03,Web Administrators,14746,Identify or address interoperability requirements.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2642,15-1199.03,Web Administrators,14747,Document installation or configuration procedures to allow maintenance and repetition.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2643,15-1199.03,Web Administrators,14748,"Identify, standardize, and communicate levels of access and security.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2644,15-1199.03,Web Administrators,14749,"Track, compile, and analyze web site usage data.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2645,15-1199.03,Web Administrators,14750,"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2646,15-1199.03,Web Administrators,14751,"Recommend web site improvements, and develop budgets to support recommendations.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2647,15-1199.03,Web Administrators,14752,"Inform web site users of problems, problem resolutions or application changes and updates.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2648,15-1199.03,Web Administrators,14753,Document application and web site changes or change procedures.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2649,15-1199.03,Web Administrators,14754,Develop or implement procedures for ongoing web site revision.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2650,15-1199.03,Web Administrators,14755,Provide training or technical assistance in web site implementation or use.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2651,15-1199.03,Web Administrators,14756,Perform user testing or usage analyses to determine web sites' effectiveness or usability.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2652,15-1199.03,Web Administrators,14757,Evaluate or recommend server hardware or software.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2653,15-1199.03,Web Administrators,14758,"Correct testing-identified problems, or recommend actions for their resolution.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2654,15-1199.03,Web Administrators,14759,Develop or document style guidelines for web site content.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2655,15-1199.03,Web Administrators,14760,"Develop and implement marketing plans for home pages, including print advertising or advertisement rotation.",Supplemental,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2656,15-1199.03,Web Administrators,14761,Check and analyze operating system or application logfiles regularly to verify proper system performance.,Supplemental,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2657,15-1199.03,Web Administrators,14762,Set up or maintain monitoring tools on web servers or web sites.,Supplemental,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2658,15-1199.03,Web Administrators,14763,Develop testing routines and procedures.,Supplemental,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2659,15-1199.03,Web Administrators,14764,"Evaluate testing routines or procedures for adequacy, sufficiency, and effectiveness.",Supplemental,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2660,15-1199.03,Web Administrators,14765,Test new software packages for use in web operations or other applications.,Supplemental,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2661,15-1199.04,Geospatial Information Scientists and Technologists,18116,"Produce data layers, maps, tables, or reports, using spatial analysis procedures or Geographic Information Systems (GIS) technology, equipment, or systems.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2662,15-1199.04,Geospatial Information Scientists and Technologists,18117,"Coordinate the development or administration of Geographic Information Systems (GIS) projects, including the development of technical priorities, client reporting and interface, or coordination and review of schedules and budgets.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2663,15-1199.04,Geospatial Information Scientists and Technologists,18121,Provide technical expertise in Geographic Information Systems (GIS) technology to clients or users.,Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2664,15-1199.04,Geospatial Information Scientists and Technologists,18123,"Create, analyze, report, convert, or transfer data, using specialized applications program software.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2665,15-1199.04,Geospatial Information Scientists and Technologists,18113,"Design, program, or model Geographic Information Systems (GIS) applications or procedures.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2666,15-1199.04,Geospatial Information Scientists and Technologists,18107,Provide technical support for computer-based Geographic Information Systems (GIS) mapping software.,Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2667,15-1199.04,Geospatial Information Scientists and Technologists,18109,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2668,15-1199.04,Geospatial Information Scientists and Technologists,18119,"Lead, train, or supervise technicians or related staff in the conduct of Geographic Information Systems (GIS) analytical procedures.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2669,15-1199.04,Geospatial Information Scientists and Technologists,18111,"Collect, compile, or integrate Geographic Information Systems (GIS) data, such as remote sensing or cartographic data for inclusion in map manuscripts.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2670,15-1199.04,Geospatial Information Scientists and Technologists,18126,"Meet with clients to discuss topics such as technical specifications, customized solutions, or operational problems.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2671,15-1199.04,Geospatial Information Scientists and Technologists,18118,"Read current literature, talk with colleagues, continue education, or participate in professional organizations or conferences to keep abreast of developments in Geographic Information Systems (GIS) technology, equipment, or systems.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2672,15-1199.04,Geospatial Information Scientists and Technologists,18105,Perform integrated or computerized Geographic Information Systems (GIS) analyses to address scientific problems.,Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2673,15-1199.04,Geospatial Information Scientists and Technologists,18108,"Create visual representations of geospatial data using complex procedures, such as analytical modeling, three-dimensional renderings, or plot creation.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2674,15-1199.04,Geospatial Information Scientists and Technologists,18114,"Document, design, code, or test Geographic Information Systems (GIS) models, internet mapping solutions, or other applications.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2675,15-1199.04,Geospatial Information Scientists and Technologists,18120,Prepare training materials for or make presentations to Geographic Information Systems (GIS) users.,Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2676,15-1199.04,Geospatial Information Scientists and Technologists,18110,Assist users in formulating Geographic Information Systems (GIS) requirements or understanding the implications of alternatives.,Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2677,15-1199.04,Geospatial Information Scientists and Technologists,18115,"Make recommendations regarding upgrades considering implications of new or revised Geographic Information Systems (GIS) software, equipment, or applications.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2678,15-1199.04,Geospatial Information Scientists and Technologists,18112,"Conduct or coordinate research, data analysis, systems design, or support for software such as Geographic Information Systems (GIS) or Global Positioning Systems (GPS) mapping software.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2679,15-1199.04,Geospatial Information Scientists and Technologists,18124,"Conduct feasibility studies or identify system, time, equipment, or cost requirements for projects.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2680,15-1199.04,Geospatial Information Scientists and Technologists,18122,"Create, edit, or analyze geospatial data, using Global Positioning Systems (GPS) or digitizing techniques.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2681,15-1199.04,Geospatial Information Scientists and Technologists,18106,"Develop specialized computer software routines, internet-based Geographic Information Systems (GIS) databases, or business applications to customize geographic information.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2682,15-1199.04,Geospatial Information Scientists and Technologists,18125,Coordinate or direct research or publication activities of technicians or related staff.,Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
2683,15-1199.04,Geospatial Information Scientists and Technologists,19583,Apply three-dimensional (3D) or four-dimensional (4D) technologies to geospatial data to allow for new or different analyses or applications.,,,07/2011,Analyst,15,Computer and Mathematical Occupations
2684,15-1199.04,Geospatial Information Scientists and Technologists,19584,"Develop new applications for geospatial technology in areas such as farmland preservation, pollution measurement, or utilities operations management.",,,07/2011,Analyst,15,Computer and Mathematical Occupations
2685,15-1199.05,Geographic Information Systems Technicians,16096,"Design or prepare graphic representations of Geographic Information Systems (GIS) data, using GIS hardware or software applications.",Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
2686,15-1199.05,Geographic Information Systems Technicians,16092,"Analyze Geographic Information Systems (GIS) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
2687,15-1199.05,Geographic Information Systems Technicians,16094,Maintain or modify existing Geographic Information Systems (GIS) databases.,Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
2688,15-1199.05,Geographic Information Systems Technicians,16095,"Enter data into Geographic Information Systems (GIS) databases, using techniques such as coordinate geometry, keyboard entry of tabular data, manual digitizing of maps, scanning or automatic conversion to vectors, or conversion of other sources of digital data.",Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
2689,15-1199.05,Geographic Information Systems Technicians,16090,"Review existing or incoming data for currency, accuracy, usefulness, quality, or completeness of documentation.",Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
2690,15-1199.05,Geographic Information Systems Technicians,16093,"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software.",Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
2691,15-1199.05,Geographic Information Systems Technicians,16097,Design or coordinate the development of integrated Geographic Information Systems (GIS) spatial or non-spatial databases.,Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
2692,15-1199.05,Geographic Information Systems Technicians,16088,Select cartographic elements needed for effective presentation of information.,Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
2693,15-1199.05,Geographic Information Systems Technicians,16085,"Provide technical support to users or clients regarding the maintenance, development, or operation of Geographic Information Systems (GIS) databases, equipment, or applications.",Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
2694,15-1199.05,Geographic Information Systems Technicians,16091,Interpret aerial or ortho photographs.,Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
2695,15-1199.05,Geographic Information Systems Technicians,16084,Recommend procedures or equipment or software upgrades to increase data accessibility or ease of use.,Core,55.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
2696,15-1199.05,Geographic Information Systems Technicians,16086,"Read current literature, talk with colleagues, continue education, or participate in professional organizations or conferences to keep abreast of developments in Geographic Information Systems (GIS) technology, equipment, or systems.",Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
2697,15-1199.05,Geographic Information Systems Technicians,16087,"Confer with users to analyze, configure, or troubleshoot applications.",Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
2698,15-1199.05,Geographic Information Systems Technicians,16089,Transfer or rescale information from original photographs onto maps or other photographs.,Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
2699,15-1199.05,Geographic Information Systems Technicians,19585,Analyze Geographic Information Systems (GIS) data for use in urban planning applications that promote better land use or reduce environmental impacts of development.,,,07/2011,Analyst,15,Computer and Mathematical Occupations
2700,15-1199.05,Geographic Information Systems Technicians,19586,"Analyze Geographic Information Systems (GIS) data to determine the best locations for renewable energy sites, including solar or wind energy installations.",,,07/2011,Analyst,15,Computer and Mathematical Occupations
2701,15-1199.05,Geographic Information Systems Technicians,19587,Apply Geographic Information Systems (GIS) data in transportation routing settings to determine the best routing to reduce pollution or energy consumption.,,,07/2011,Analyst,15,Computer and Mathematical Occupations
2702,15-1199.05,Geographic Information Systems Technicians,19588,Confer with biologists or other researchers in the use of Geographic Information Systems (GIS) data to define wildlife areas or corridors for land use planning.,,,07/2011,Analyst,15,Computer and Mathematical Occupations
2703,15-1199.05,Geographic Information Systems Technicians,19589,"Participate in projects that map changes in carbon emissions levels across different geographic locations, using Geographic Information Systems (GIS) data.",,,07/2011,Analyst,15,Computer and Mathematical Occupations
2704,15-1199.06,Database Architects,16109,"Design databases to support business applications, ensuring system scalability, security, performance and reliability.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2705,15-1199.06,Database Architects,16114,"Develop database architectural strategies at the modeling, design and implementation stages to address business or industry requirements.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2706,15-1199.06,Database Architects,16113,"Collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2707,15-1199.06,Database Architects,16108,"Develop data models for applications, metadata tables, views or related database structures.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2708,15-1199.06,Database Architects,16100,"Set up database clusters, backup, or recovery processes.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2709,15-1199.06,Database Architects,16112,Create and enforce database development standards.,Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2710,15-1199.06,Database Architects,16115,Develop and document database architectures.,Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2711,15-1199.06,Database Architects,16110,"Design database applications, such as interfaces, data transfer mechanisms, global temporary tables, data partitions, and function-based indexes to enable efficient access of the generic database structure.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2712,15-1199.06,Database Architects,16103,Monitor and report systems resource consumption trends to assure production systems meet availability requirements and hardware enhancements are scheduled appropriately.,Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2713,15-1199.06,Database Architects,16105,"Document and communicate database schemas, using accepted notations.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2714,15-1199.06,Database Architects,16101,"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2715,15-1199.06,Database Architects,16111,"Demonstrate database technical functionality, such as performance, security and reliability.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2716,15-1199.06,Database Architects,16106,"Develop or maintain archived procedures, procedural codes, or queries for applications.",Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2717,15-1199.06,Database Architects,16098,Test changes to database applications or systems.,Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2718,15-1199.06,Database Architects,16107,Develop load-balancing processes to eliminate down time for backup processes.,Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2719,15-1199.06,Database Architects,16099,Provide technical support to junior staff or clients.,Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2720,15-1199.06,Database Architects,16104,Identify and correct deviations from database development standards.,Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2721,15-1199.06,Database Architects,16102,Plan and install upgrades of database management system software to enhance database performance.,Core,24.0,07/2015,Occupational Expert,15,Computer and Mathematical Occupations
2722,15-1199.07,Data Warehousing Specialists,16133,"Design, implement, or operate comprehensive data warehouse systems to balance optimization of data access with batch loading and resource utilization factors, according to customer requirements.",,,06/2009,Analyst,15,Computer and Mathematical Occupations
2723,15-1199.07,Data Warehousing Specialists,16132,"Develop data warehouse process models, including sourcing, loading, transformation, and extraction.",,,06/2009,Analyst,15,Computer and Mathematical Occupations
2724,15-1199.07,Data Warehousing Specialists,16131,Create or implement metadata processes and frameworks.,,,06/2009,Analyst,15,Computer and Mathematical Occupations
2725,15-1199.07,Data Warehousing Specialists,16130,"Create plans, test files, and scripts for data warehouse testing, ranging from unit to integration testing.",,,06/2009,Analyst,15,Computer and Mathematical Occupations
2726,15-1199.07,Data Warehousing Specialists,16129,"Create supporting documentation, such as metadata and diagrams of entity relationships, business processes, and process flow.",,,06/2009,Analyst,15,Computer and Mathematical Occupations
2727,15-1199.07,Data Warehousing Specialists,16128,Design and implement warehouse database structures.,,,06/2009,Analyst,15,Computer and Mathematical Occupations
2728,15-1199.07,Data Warehousing Specialists,16126,"Develop and implement data extraction procedures from other systems, such as administration, billing, or claims.",,,06/2009,Analyst,15,Computer and Mathematical Occupations
2729,15-1199.07,Data Warehousing Specialists,16127,"Develop or maintain standards, such as organization, structure, or nomenclature, for the design of data warehouse elements, such as data architectures, models, tools, and databases.",,,06/2009,Analyst,15,Computer and Mathematical Occupations
2730,15-1199.07,Data Warehousing Specialists,16125,"Implement business rules via stored procedures, middleware, or other technologies.",,,06/2009,Analyst,15,Computer and Mathematical Occupations
2731,15-1199.07,Data Warehousing Specialists,16124,"Map data between source systems, data warehouses, and data marts.",,,06/2009,Analyst,15,Computer and Mathematical Occupations
2732,15-1199.07,Data Warehousing Specialists,16123,"Perform system analysis, data analysis or programming, using a variety of computer languages and procedures.",,,06/2009,Analyst,15,Computer and Mathematical Occupations
2733,15-1199.07,Data Warehousing Specialists,16122,"Select methods, techniques, or criteria for data warehousing evaluative procedures.",,,06/2009,Analyst,15,Computer and Mathematical Occupations
2734,15-1199.07,Data Warehousing Specialists,16121,"Verify the structure, accuracy, or quality of warehouse data.",,,06/2009,Analyst,15,Computer and Mathematical Occupations
2735,15-1199.07,Data Warehousing Specialists,16120,"Write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",,,06/2009,Analyst,15,Computer and Mathematical Occupations
2736,15-1199.07,Data Warehousing Specialists,16119,Prepare functional or technical documentation for data warehouses.,,,06/2009,Analyst,15,Computer and Mathematical Occupations
2737,15-1199.07,Data Warehousing Specialists,16118,Provide or coordinate troubleshooting support for data warehouses.,,,06/2009,Analyst,15,Computer and Mathematical Occupations
2738,15-1199.07,Data Warehousing Specialists,16117,"Review designs, codes, test plans, or documentation to ensure quality.",,,06/2009,Analyst,15,Computer and Mathematical Occupations
2739,15-1199.07,Data Warehousing Specialists,16116,Test software systems or applications for software enhancements or new products.,,,06/2009,Analyst,15,Computer and Mathematical Occupations
2740,15-1199.08,Business Intelligence Analysts,16148,"Analyze competitive market strategies through analysis of related product, market, or share trends.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
2741,15-1199.08,Business Intelligence Analysts,16149,Synthesize current business intelligence or trend data to support recommendations for action.,Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
2742,15-1199.08,Business Intelligence Analysts,16138,"Communicate with customers, competitors, suppliers, professional organizations, or others to stay abreast of industry or business trends.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
2743,15-1199.08,Business Intelligence Analysts,16140,Manage timely flow of business intelligence information to users.,Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
2744,15-1199.08,Business Intelligence Analysts,16146,"Collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
2745,15-1199.08,Business Intelligence Analysts,16141,Identify and analyze industry or geographic trends with business strategy implications.,Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
2746,15-1199.08,Business Intelligence Analysts,16147,Analyze technology trends to identify markets for future product development or to improve sales of existing products.,Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
2747,15-1199.08,Business Intelligence Analysts,16150,"Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders.",Core,24.0,07/2012,Occupational Expert,15,Computer and Mathematical Occupations
